tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,c491135a605b2e20_score,player_46c5916f_x,player_46c5916f_y,player_46c5916f_move_target,player_46c5916f_item,player_46c5916f_score,player_46c5916f_cut_speed,player_46c5916f_speed,player_8158af8c_x,player_8158af8c_y,player_8158af8c_move_target,player_8158af8c_item,player_8158af8c_score,player_8158af8c_cut_speed,player_8158af8c_speed,9b014be8cab0c1c7_score,ae1cf4633400025e_message,eea443cfb65cfbb7_score
3839,test,True,0,1,tomato,1.4583333333333337,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,128.50000000000682,24.0,,plate,0,1.0,30.0,,,0.0
3840,test,True,0,1,tomato,1.5000000000000004,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,127.2500000000071,24.0,,plate,0,1.0,30.0,,,0.0
3841,test,True,0,1,tomato,1.5416666666666672,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,126.00000000000682,24.0,,plate,0,1.0,30.0,,,0.0
3842,test,True,0,1,tomato,1.583333333333334,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,124.75000000000654,24.0,,plate,0,1.0,30.0,,,0.0
3843,test,True,0,1,tomato,1.6250000000000007,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,123.50000000000625,24.0,,plate,0,1.0,30.0,,,0.0
3844,test,True,0,1,tomato,1.6666666666666674,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,122.25000000000597,24.0,,plate,0,1.0,30.0,,,0.0
3845,test,True,0,1,tomato,1.7083333333333341,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,121.00000000000568,24.0,,plate,0,1.0,30.0,,,0.0
3846,test,True,0,1,tomato,1.7500000000000009,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,119.8763439699661,24.30755190613945,,plate,0,1.0,30.0,,,0.0
3847,test,True,0,1,tomato,1.7916666666666676,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,118.9873267412821,25.186271637966456,,plate,0,1.0,30.0,,,0.0
3848,test,True,0,1,tomato,1.8333333333333344,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,118.0983095125981,26.06499136979346,,plate,0,1.0,30.0,,,0.0
3849,test,True,0,1,tomato,1.875000000000001,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,117.20929228391411,26.943711101620465,,plate,0,1.0,30.0,,,0.0
3850,test,True,0,1,tomato,1.9166666666666679,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,116.32027505523011,27.82243083344747,,plate,0,1.0,30.0,,,0.0
3851,test,True,0,1,tomato,1.9583333333333346,1,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,115.43125782654612,28.70115056527412,,plate,0,1.0,30.0,,,0.0
3852,test,True,0,1,tomato,2.0000000000000013,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,114.54224059786175,29.57987029710077,,plate,0,1.0,30.0,,,0.0
3853,test,True,0,1,tomato,2.041666666666668,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,113.6532233691772,30.458590028927418,,plate,0,1.0,30.0,,,0.0
3854,test,True,0,1,tomato,2.0833333333333344,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,112.76420614049265,31.337309760754067,,plate,0,1.0,30.0,,,0.0
3855,test,True,0,1,tomato,2.125000000000001,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,111.87518891180801,32.2160294925808,,plate,0,1.0,30.0,,,0.0
3856,test,True,0,1,tomato,2.1666666666666674,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,110.98617168312309,33.094749224407806,,plate,0,1.0,30.0,,,0.0
3857,test,True,0,1,tomato,2.208333333333334,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,110.09715445443817,33.97346895623481,,plate,0,1.0,30.0,,,0.0
3858,test,True,0,1,tomato,2.2500000000000004,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,109.20813722575326,34.852188688061815,,plate,0,1.0,30.0,,,0.0
3859,test,True,0,1,tomato,2.291666666666667,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,108.31911999706834,35.73090841988882,,plate,0,1.0,30.0,,,0.0
3860,test,True,0,1,tomato,2.3333333333333335,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,107.43010276838343,36.609628151715825,,plate,0,1.0,30.0,,,0.0
3861,test,True,0,1,tomato,2.375,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,106.54108553969851,37.48834788354283,,plate,0,1.0,30.0,,,0.0
3862,test,True,0,1,tomato,2.4166666666666665,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,105.6520683110136,38.367067615369834,,plate,0,1.0,30.0,,,0.0
3863,test,True,0,1,tomato,2.458333333333333,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,104.76305108232869,39.24578734719684,,plate,0,1.0,30.0,,,0.0
3864,test,True,0,1,tomato,2.4999999999999996,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,103.74411162538074,39.81349821690576,,plate,0,1.0,30.0,,,0.0
3865,test,True,0,1,tomato,2.541666666666666,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,102.49419931818743,39.82830444284919,,plate,0,1.0,30.0,,,0.0
3866,test,True,0,1,tomato,2.5833333333333326,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,101.24428701099411,39.84311066879262,,plate,0,1.0,30.0,,,0.0
3867,test,True,0,1,tomato,2.624999999999999,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,99.9943747038008,39.85791689473605,,plate,0,1.0,30.0,,,0.0
3868,test,True,0,1,tomato,2.6666666666666656,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,98.74446239660749,39.87272312067948,,plate,0,1.0,30.0,,,0.0
3869,test,True,0,1,tomato,2.708333333333332,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,97.49455008941418,39.88752934662291,,plate,0,1.0,30.0,,,0.0
3870,test,True,0,1,tomato,2.7499999999999987,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,96.24463778222086,39.902335572566344,,plate,0,1.0,30.0,,,0.0
3871,test,True,0,1,tomato,2.791666666666665,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,94.99472547502755,39.917141798509775,,plate,0,1.0,30.0,,,0.0
3872,test,True,0,1,tomato,2.8333333333333317,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,93.74481316783424,39.931948024453206,,plate,0,1.0,30.0,,,0.0
3873,test,True,0,1,tomato,2.8749999999999982,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,92.49490086064093,39.94675425039664,,plate,0,1.0,30.0,,,0.0
3874,test,True,0,1,tomato,2.9166666666666647,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,91.24498855344761,39.96156047634007,,plate,0,1.0,30.0,,,0.0
3875,test,True,0,1,tomato,2.9583333333333313,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,89.9950762462543,39.97636670228327,,plate,0,1.0,30.0,,,0.0
3876,test,True,0,1,tomato,2.999999999999998,2,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,88.74516393906099,39.99117292822635,,plate,0,1.0,30.0,,,0.0
3877,test,True,0,1,tomato_cut,3.0416666666666643,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,87.49520253103098,39.99778761283382,,plate,0,1.0,30.0,,,0.0
3878,test,True,0,1,tomato_cut,3.083333333333331,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,86.24520254377215,39.997966086391884,,plate,0,1.0,30.0,,,0.0
3879,test,True,0,1,tomato_cut,3.1249999999999973,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,84.99520255651332,39.99814455994995,,plate,0,1.0,30.0,,,0.0
3880,test,True,0,1,tomato_cut,3.166666666666664,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,83.74520256925449,39.998323033508015,,plate,0,1.0,30.0,,,0.0
3881,test,True,0,1,tomato_cut,3.2083333333333304,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,82.49520258199566,39.99850150706608,,plate,0,1.0,30.0,,,0.0
3882,test,True,0,1,tomato_cut,3.249999999999997,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,81.24520259473682,39.998679980624146,,plate,0,1.0,30.0,,,0.0
3883,test,True,0,1,tomato_cut,3.2916666666666634,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,79.99520260747799,39.99885845418221,,plate,0,1.0,30.0,,,0.0
3884,test,True,0,1,tomato_cut,3.33333333333333,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,78.74520262021916,39.99903692774028,,plate,0,1.0,30.0,,,0.0
3885,test,True,0,1,tomato_cut,3.3749999999999964,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,77.49520263296033,39.99921540129834,,plate,0,1.0,30.0,,,0.0
3886,test,True,0,1,tomato_cut,3.416666666666663,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,76.2452026457015,39.99939387485641,,plate,0,1.0,30.0,,,0.0
3887,test,True,0,1,tomato_cut,3.4583333333333295,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,74.99520265844266,39.999572348414475,,plate,0,1.0,30.0,,,0.0
3888,test,True,0,1,tomato_cut,3.499999999999996,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,73.74520267118383,39.99975082197275,,plate,0,1.0,30.0,,,0.0
3889,test,True,0,1,tomato_cut,3.5416666666666625,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,72.495202683925,39.99992929553117,,plate,0,1.0,30.0,,,0.0
3890,test,True,0,1,tomato_cut,3.583333333333329,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,71.5193913528273,40.66763899269328,,plate,0,1.0,30.0,,,0.0
3891,test,True,0,1,tomato_cut,3.6249999999999956,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,70.6301659131489,41.54614802362497,,plate,0,1.0,30.0,,,0.0
3892,test,True,0,1,tomato_cut,3.666666666666662,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,69.7409404734705,42.42465705455686,,plate,0,1.0,30.0,,,0.0
3893,test,True,0,1,tomato_cut,3.7083333333333286,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,68.8517150337921,43.303166085489146,,plate,0,1.0,30.0,,,0.0
3894,test,True,0,1,tomato_cut,3.749999999999995,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,67.9624895941137,44.181675116421424,,plate,0,1.0,30.0,,,0.0
3895,test,True,0,1,tomato_cut,3.7916666666666616,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,67.07326415443531,45.0601841473537,,plate,0,1.0,30.0,,,0.0
3896,test,True,0,1,tomato_cut,3.833333333333328,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,66.18403871475691,45.93869317828598,,plate,0,1.0,30.0,,,0.0
3897,test,True,0,1,tomato_cut,3.8749999999999947,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,65.29481327507851,46.817202209218266,,plate,0,1.0,30.0,,,0.0
3898,test,True,0,1,tomato_cut,3.916666666666661,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,64.40558783540011,47.695711240150544,,plate,0,1.0,30.0,,,0.0
3899,test,True,0,1,tomato_cut,3.9583333333333277,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,63.516362395721714,48.57422027108282,,plate,0,1.0,30.0,,,0.0
3900,test,True,0,1,tomato_cut,3.9999999999999942,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,62.627136956043316,49.4527293020151,,plate,0,1.0,30.0,,,0.0
3901,test,True,0,1,tomato_cut,4.0,3,0,2,tomato,2.041666666666668,2,1,0,None_cut,4.0,3,2,2,tomato_salad,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,24.0,,,0,1.0,30.0,61.73791151636492,50.331238332947386,,plate,0,1.0,30.0,,,0.0
