tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,0c4c0c6d60baa47c_score,player_3cda7b26_x,player_3cda7b26_y,player_3cda7b26_move_target,player_3cda7b26_item,player_3cda7b26_score,player_3cda7b26_cut_speed,player_3cda7b26_speed,player_30efbcc2_x,player_30efbcc2_y,player_30efbcc2_move_target,player_30efbcc2_item,player_30efbcc2_score,player_30efbcc2_cut_speed,player_30efbcc2_speed
1996,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.97424078745343,42.09066624875603,,,0,1.0,12.0,50.328209338914604,93.5383767898421,,,0,0.2,30.0
1997,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.98040084708808,41.590704196530474,,,0,1.0,12.0,51.222548710516264,92.66507438608718,,,0,0.2,30.0
1998,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.98656090672274,41.09074214430492,,,0,1.0,12.0,52.116888082117924,91.79177198233225,,,0,0.2,30.0
1999,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,87.9927209663574,40.59078009207936,,,0,1.0,12.0,53.011227453719584,90.91846957857733,,,0,0.2,30.0
2000,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.07138633701715,40.12111924887432,,,0,1.0,12.0,53.905566825321245,90.04516717482241,,,0,0.2,30.0
2001,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.42280978248556,39.765448668175026,,,0,1.0,12.0,54.799906196922905,89.17186477106749,,,0,0.2,30.0
2002,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,88.77423322795397,39.40977808747573,,,0,1.0,12.0,55.694245568524565,88.29856236731256,,,0,0.2,30.0
2003,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.12565667342238,39.05410750677643,,,0,1.0,12.0,56.57949582572894,87.41606070901427,,,0,0.2,30.0
2004,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.4770801188908,38.698436926077136,,,0,1.0,12.0,57.46350665824278,86.53230460691462,,,0,0.2,30.0
2005,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,89.82850356435921,38.34276634537784,,,0,1.0,12.0,58.347517490756616,85.64854850481497,,,0,0.2,30.0
2006,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.17992700982762,37.98709576467854,,,0,1.0,12.0,59.23152832327045,84.76479240271532,,,0,0.2,30.0
2007,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.53135045529604,37.631425183979246,,,0,1.0,12.0,60.11553915578429,83.88103630061566,,,0,0.2,30.0
2008,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,90.88277390076445,37.27575460327995,,,0,1.0,12.0,60.99954998829813,82.99728019851601,,,0,0.2,30.0
2009,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.23419734623286,36.92008402258065,,,0,1.0,12.0,61.883560820811965,82.11352409641636,,,0,0.2,30.0
2010,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.58562079170127,36.56441344188136,,,0,1.0,12.0,62.7675716533258,81.2297679943167,,,0,0.2,30.0
2011,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,91.93704423716969,36.20874286118206,,,0,1.0,12.0,63.65158248583964,80.34601189221705,,,0,0.2,30.0
2012,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.2884676826381,35.85307228048276,,,0,1.0,12.0,64.5355933183539,79.4622557901174,,,0,0.2,30.0
2013,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.63989112810651,35.49740169978347,,,0,1.0,12.0,65.41960415086845,78.57849968801774,,,0,0.2,30.0
2014,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,92.99131457357493,35.14173111908417,,,0,1.0,12.0,66.303614983383,77.69474358591809,,,0,0.2,30.0
2015,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.34273801904334,34.786060538384874,,,0,1.0,12.0,67.18762581589755,76.81098748381844,,,0,0.2,30.0
2016,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,93.69416146451175,34.43038995768558,,,0,1.0,12.0,68.0716366484121,75.92723138171878,,,0,0.2,30.0
2017,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.04558490998016,34.07471937698628,,,0,1.0,12.0,68.95564748092664,75.04347527961913,,,0,0.2,30.0
2018,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.39700835544858,33.719048796286984,,,0,1.0,12.0,69.83965831344119,74.15971917751948,,,0,0.2,30.0
2019,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,94.74843180091699,33.36337821558769,,,0,1.0,12.0,70.72366914595574,73.27596307541982,,,0,0.2,30.0
2020,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.0998552463854,33.00770763488839,,,0,1.0,12.0,71.60767997847029,72.39220697332017,,,0,0.2,30.0
2021,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.45127869185382,32.652037054189094,,,0,1.0,12.0,72.49159268648845,71.50835273241076,,,0,0.2,30.0
2022,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,95.80270213732223,32.2963664734898,,,0,1.0,12.0,73.37547771836651,70.62447081132423,,,0,0.2,30.0
2023,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.15412558279064,31.9406958927905,,,0,1.0,12.0,74.25936275024428,69.7405888902377,,,0,0.2,30.0
2024,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.50554902825905,31.585025312091204,,,0,1.0,12.0,75.14324778212206,68.85670696915118,,,0,0.2,30.0
2025,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,96.85697247372747,31.229354731391908,,,0,1.0,12.0,76.02713281399984,67.97282504806465,,,0,0.2,30.0
2026,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.20839591919588,30.87368415069261,,,0,1.0,12.0,76.91101784587761,67.08894312697812,,,0,0.2,30.0
2027,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.55981936466429,30.518013569993315,,,0,1.0,12.0,77.79490287775539,66.2050612058916,,,0,0.2,30.0
2028,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,97.9112428101327,30.162342989294018,,,0,1.0,12.0,78.67878790963317,65.32117928480507,,,0,0.2,30.0
2029,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.26266625560112,29.80667240859472,,,0,1.0,12.0,79.56267294151094,64.43729736371854,,,0,0.2,30.0
2030,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.61408970106953,29.451001827895425,,,0,1.0,12.0,80.44655797338872,63.553415442632016,,,0,0.2,30.0
2031,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,98.96551314653794,29.09533124719613,,,0,1.0,12.0,81.33044300526649,62.66953352154549,,,0,0.2,30.0
2032,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.31693659200636,28.73966066649683,,,0,1.0,12.0,82.21432803714427,61.78565160045896,,,0,0.2,30.0
2033,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,99.66836003747477,28.383990085797535,,,0,1.0,12.0,83.09821306902205,60.901769679372435,,,0,0.2,30.0
2034,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.01978348294318,28.02831950509824,,,0,1.0,12.0,83.98209810089982,60.01788775828591,,,0,0.2,30.0
2035,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.3712069284116,27.672648924398942,,,0,1.0,12.0,84.8659831327776,59.13400583719938,,,0,0.2,30.0
2036,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,100.72263037388001,27.316978343699645,,,0,1.0,12.0,85.74986816465537,58.250123916112855,,,0,0.2,30.0
2037,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.07405381934842,26.96130776300035,,,0,1.0,12.0,86.63375319653315,57.36624199502633,,,0,0.2,30.0
2038,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.42547726481683,26.605637182301052,,,0,1.0,12.0,87.51763822841093,56.4823600739398,,,0,0.2,30.0
2039,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,101.77690071028525,26.249966601601873,,,0,1.0,12.0,87.81094952274462,55.34958232092202,,,0,0.2,30.0
2040,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.12832415575366,25.89429602090293,,,0,1.0,12.0,87.82634376411706,54.09967711758363,,,0,0.2,30.0
2041,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.47974760122207,25.53862544020399,,,0,1.0,12.0,87.84173800548955,52.849771914245245,,,0,0.2,30.0
2042,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,102.83117104669049,25.18295485950505,,,0,1.0,12.0,87.85713224686204,51.59986671090686,,,0,0.2,30.0
2043,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.1825944921589,24.827284278806108,,,0,1.0,12.0,87.87252648823453,50.34996150756847,,,0,0.2,30.0
2044,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,103.53401793762747,24.471613698107166,,,0,1.0,12.0,87.88792072960702,49.10005630423009,,,0,0.2,30.0
2045,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,,0,1.0,12.0,87.90331497097951,47.8501511008917,,,0,0.2,30.0
2046,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,87.918709212352,46.600245897553314,,,0,0.2,30.0
2047,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,87.93410345372448,45.35034069421493,,,0,0.2,30.0
2048,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,87.94949769509697,44.10043549087654,,,0,0.2,30.0
2049,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,87.96489193646946,42.850530287538156,,,0,0.2,30.0
2050,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,87.98028617784195,41.60062508419977,,,0,0.2,30.0
2051,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,87.99568041921444,40.350719880861384,,,0,0.2,30.0
2052,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,88.76220637195516,39.41482530569477,,,0,0.2,30.0
2053,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,89.64097039650952,38.52585185887566,,,0,0.2,30.0
2054,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,90.51973442106387,37.63687841205669,,,0,0.2,30.0
2055,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,91.39849844561823,36.74790496523805,,,0,0.2,30.0
2056,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,92.27726247017259,35.858931518419425,,,0,0.2,30.0
2057,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,93.15602649472694,34.9699580716008,,,0,0.2,30.0
2058,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,94.0347905192813,34.080984624782175,,,0,0.2,30.0
2059,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,94.91355454383566,33.19201117796354,,,0,0.2,30.0
2060,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,95.79231856839002,32.30303773114491,,,0,0.2,30.0
2061,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,96.67108259294437,31.4140642843262,,,0,0.2,30.0
2062,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,97.54984661749873,30.52509083750745,,,0,0.2,30.0
2063,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,98.42861064205309,29.636117390688696,,,0,0.2,30.0
2064,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,99.30737466660744,28.747143943869943,,,0,0.2,30.0
2065,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,100.1861386911618,27.85817049705119,,,0,0.2,30.0
2066,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,101.06490271571616,26.969197050232438,,,0,0.2,30.0
2067,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,101.94366674027052,26.080223603413685,,,0,0.2,30.0
2068,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,102.82243076482487,25.191250156595277,,,0,0.2,30.0
2069,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,103.70119478937923,24.302276709776883,,,0,0.2,30.0
2070,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,,0,0.2,30.0
2071,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2072,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
2073,0,1,,0,2,tomato,1.0416666666666654,1,0,3,tomato_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,104.0,24.0,,plate,0,1.0,12.0,104.0,24.0,,plate,0,0.2,30.0
