tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,2b3135bf58414cb7_score,player_1b1a764a_x,player_1b1a764a_y,player_1b1a764a_move_target,player_1b1a764a_item,player_1b1a764a_score,player_1b1a764a_cut_speed,player_1b1a764a_speed,player_75861fb8_x,player_75861fb8_y,player_75861fb8_move_target,player_75861fb8_item,player_75861fb8_score,player_75861fb8_cut_speed,player_75861fb8_speed
2288,0,1,,0,2,tomato,2.258333333333328,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.968906420866155,99.6783729343458,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2289,0,1,,0,2,tomato,2.2666666666666613,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.611036237318906,99.32918969917021,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2290,0,1,,0,2,tomato,2.2749999999999946,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.25316605377166,98.98000646399463,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2291,0,1,,0,2,tomato,2.283333333333328,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.89529587022441,98.63082322881904,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2292,0,1,,0,2,tomato,2.291666666666661,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.53742568667716,98.28163999364345,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2293,0,1,,0,2,tomato,2.2999999999999945,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.17955550312991,97.93245675846786,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2294,0,1,,0,2,tomato,2.308333333333328,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.82168531958266,97.58327352329228,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2295,0,1,,0,2,tomato,2.316666666666661,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.463815136035414,97.23409028811669,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2296,0,1,,0,2,tomato,2.3249999999999944,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.10594495248793,96.8849070529411,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2297,0,1,,0,2,tomato,2.3333333333333277,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.7480747689402,96.53572381776551,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2298,0,1,,0,2,tomato,2.341666666666661,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.390204585392475,96.18654058258993,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2299,0,1,,0,2,tomato,2.3499999999999943,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.03233440184474,95.83735734741434,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2300,0,1,,0,2,tomato,2.3583333333333276,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.67446421829713,95.48817411223875,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2301,0,1,,0,2,tomato,2.366666666666661,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.316594034749524,95.13899087706316,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2302,0,1,,0,2,tomato,2.3749999999999942,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.95872385120192,94.78980764188758,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2303,0,1,,0,2,tomato,2.3833333333333275,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.600853667654317,94.44062440671199,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2304,0,1,,0,2,tomato,2.391666666666661,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.242983484106713,94.0914411715364,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2305,0,1,,0,2,tomato,2.399999999999994,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.88511330055911,93.74225793636082,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2306,0,1,,0,2,tomato,2.4083333333333274,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.527243117011505,93.39307470118523,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2307,0,1,,0,2,tomato,2.4166666666666607,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.1693729334639,93.04389146600964,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2308,0,1,,0,2,tomato,2.424999999999994,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.811502749916297,92.69470823083405,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2309,0,1,,0,2,tomato,2.4333333333333274,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.453632566368693,92.34552499565847,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2310,0,1,,0,2,tomato,2.4416666666666607,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.09576238282109,91.99634176048288,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2311,0,1,,0,2,tomato,2.449999999999994,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.737892199273485,91.64715852530729,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2312,0,1,,0,2,tomato,2.4583333333333273,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.38002201572588,91.2979752901317,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2313,0,1,,0,2,tomato,2.4666666666666606,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.022151832178277,90.94879205495612,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2314,0,1,,0,2,tomato,2.474999999999994,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.664281648630674,90.59960881978053,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2315,0,1,,0,2,tomato,2.483333333333327,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.30641146508307,90.25042558460494,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2316,0,1,,0,2,tomato,2.4916666666666605,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.948541281535366,89.90124234942935,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2317,0,1,,0,2,tomato,2.499999999999994,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.590671097987407,89.55205911425377,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2318,0,1,,0,2,tomato,2.508333333333327,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.232800914439448,89.20287587907818,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2319,0,1,,0,2,tomato,2.5166666666666604,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.87493073089149,88.85369264390259,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2320,0,1,,0,2,tomato,2.5249999999999937,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.51706054734353,88.504509408727,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2321,0,1,,0,2,tomato,2.533333333333327,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.19788176376751,88.13874046328311,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2322,0,1,,0,2,tomato,2.5416666666666603,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.19175157996551,87.63877804384907,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2323,0,1,,0,2,tomato,2.5499999999999936,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.18562139616351,87.13881562441503,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2324,0,1,,0,2,tomato,2.558333333333327,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.17949121236151,86.63885320498099,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2325,0,1,,0,2,tomato,2.56666666666666,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.17336102855951,86.13889078554695,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2326,0,1,,0,2,tomato,2.5749999999999935,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.16723084475751,85.6389283661129,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2327,0,1,,0,2,tomato,2.583333333333327,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.161100660955352,85.13896594667887,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2328,0,1,,0,2,tomato,2.59166666666666,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.154970477153178,84.63900352724482,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2329,0,1,,0,2,tomato,2.5999999999999934,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.148840293351,84.13904110781078,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2330,0,1,,0,2,tomato,2.6083333333333267,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.142710109548826,83.63907868837674,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2331,0,1,,0,2,tomato,2.61666666666666,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.136579925746652,83.1391162689427,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2332,0,1,,0,2,tomato,2.6249999999999933,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.130449741944474,82.63915384950866,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2333,0,1,,0,2,tomato,2.6333333333333266,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.1243195581423,82.13919143007462,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2334,0,1,,0,2,tomato,2.64166666666666,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.118189374340126,81.63922901064058,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2335,0,1,,0,2,tomato,2.6499999999999932,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.112059190537952,81.13926659120654,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2336,0,1,,0,2,tomato,2.6583333333333266,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.105929006735774,80.6393041717725,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2337,0,1,,0,2,tomato,2.66666666666666,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0997988229336,80.13934175233845,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2338,0,1,,0,2,tomato,2.674999999999993,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.093668639131426,79.63937933290441,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2339,0,1,,0,2,tomato,2.6833333333333265,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.087538455329252,79.13941691347037,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2340,0,1,,0,2,tomato,2.6916666666666598,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.081408271527074,78.63945449403633,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2341,0,1,,0,2,tomato,2.699999999999993,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0752780877249,78.13949207460229,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2342,0,1,,0,2,tomato,2.7083333333333264,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.069147903922726,77.63952965516825,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2343,0,1,,0,2,tomato,2.7166666666666597,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.063017720120552,77.1395672357342,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2344,0,1,,0,2,tomato,2.724999999999993,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.056887536318374,76.63960481630016,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2345,0,1,,0,2,tomato,2.7333333333333263,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0507573525162,76.13964239686612,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2346,0,1,,0,2,tomato,2.7416666666666596,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.044627168714026,75.63967997743208,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2347,0,1,,0,2,tomato,2.749999999999993,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.03849698491185,75.13971755799804,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2348,0,1,,0,2,tomato,2.758333333333326,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.032366801109674,74.639755138564,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2349,0,1,,0,2,tomato,2.7666666666666595,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0262366173075,74.13979271912996,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2350,0,1,,0,2,tomato,2.774999999999993,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.020106433505326,73.63983029969592,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2351,0,1,,0,2,tomato,2.783333333333326,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.01397624970315,73.13986788026187,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2352,0,1,,0,2,tomato,2.7916666666666594,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.007846065900974,72.63990546082783,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2353,0,1,,0,2,tomato,2.7999999999999927,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.002442424475674,72.13993853241283,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2354,0,1,,0,2,tomato,2.808333333333326,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.002366760480857,71.63993853813741,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2355,0,1,,0,2,tomato,2.8166666666666593,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.002291096486143,71.139938543862,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2356,0,1,,0,2,tomato,2.8249999999999926,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00221543249143,70.63993854958659,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2357,0,1,,0,2,tomato,2.833333333333326,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.002139768496715,70.13993855531118,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2358,0,1,,0,2,tomato,2.8416666666666592,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.002064104502,69.63993856103576,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2359,0,1,,0,2,tomato,2.8499999999999925,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.001988440507287,69.13993856676035,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2360,0,1,,0,2,tomato,2.858333333333326,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.001912776512572,68.63993857248494,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2361,0,1,,0,2,tomato,2.866666666666659,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00183711251786,68.13993857820952,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2362,0,1,,0,2,tomato,2.8749999999999925,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.001761448523144,67.63993858393411,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2363,0,1,,0,2,tomato,2.8833333333333258,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.00168578452843,67.1399385896587,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2364,0,1,,0,2,tomato,2.891666666666659,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.001610120533716,66.63993859538328,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2365,0,1,,0,2,tomato,2.8999999999999924,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.001534456539,66.13993860110787,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
2366,0,1,,0,2,tomato,2.9083333333333257,2,0,3,None_cut,4.0,3,2,2,plate,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.001458792544287,65.63993860683246,,tomato,1,1.0,12.0,24.0,40.0,,,1,0.2,30.0
