tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,a321d74b26a7b8cc_score,player_8b96d76e_x,player_8b96d76e_y,player_8b96d76e_move_target,player_8b96d76e_item,player_8b96d76e_score,player_8b96d76e_cut_speed,player_8b96d76e_speed,player_5718437c_x,player_5718437c_y,player_5718437c_move_target,player_5718437c_item,player_5718437c_score,player_5718437c_cut_speed,player_5718437c_speed
1672,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,72.40513163618297,87.40503831071153,,tomato_salad,1,1.0,30.0
1673,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,73.2944109607295,86.52658382530207,,tomato_salad,1,1.0,30.0
1674,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,74.18369028527601,85.6481293398926,,tomato_salad,1,1.0,30.0
1675,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,75.07296960982254,84.76967485448314,,tomato_salad,1,1.0,30.0
1676,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,75.96224893436906,83.89122036907368,,tomato_salad,1,1.0,30.0
1677,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,76.85152825891558,83.01276588366422,,tomato_salad,1,1.0,30.0
1678,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,77.7408075834621,82.13431139825475,,tomato_salad,1,1.0,30.0
1679,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,78.63008690800862,81.25585691284529,,tomato_salad,1,1.0,30.0
1680,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,79.51936623255514,80.37740242743583,,tomato_salad,1,1.0,30.0
1681,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,80.40864555710166,79.49894794202636,,tomato_salad,1,1.0,30.0
1682,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,81.29792488164819,78.62049345661704,,tomato_salad,1,1.0,30.0
1683,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,82.1872042061947,77.7420389712079,,tomato_salad,1,1.0,30.0
1684,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,83.07648353074123,76.86358448579878,,tomato_salad,1,1.0,30.0
1685,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,83.96576285528775,75.98513000038966,,tomato_salad,1,1.0,30.0
1686,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,84.85504217983427,75.10667551498052,,tomato_salad,1,1.0,30.0
1687,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,85.74432150438079,74.2282210295714,,tomato_salad,1,1.0,30.0
1688,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,86.63360082892731,73.34976654416228,,tomato_salad,1,1.0,30.0
1689,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,87.52288015347384,72.47131205875314,,tomato_salad,1,1.0,30.0
1690,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,tomato_salad,1,1.0,30.0
1691,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1692,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1693,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1694,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1695,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1696,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1697,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1698,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1699,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1700,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1701,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1702,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1703,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1704,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1705,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1706,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1707,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1708,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1709,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1710,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1711,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1712,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1713,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.88388347648305,39.11611652351695,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1714,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,25.7677669529661,38.2322330470339,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1715,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,26.65165042944915,37.34834957055085,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1716,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,27.535533905932198,36.4644660940678,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1717,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,28.419417382415247,35.58058261758475,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1718,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,29.303300858898297,34.6966991411017,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1719,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,30.187184335381346,33.812815664618654,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1720,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.071067811864395,32.928932188135605,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1721,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,31.954951288347445,32.045048711652555,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1722,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,32.838834764830494,31.161165235169506,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1723,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,33.722718241313544,30.277281758686456,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1724,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,34.60660171779659,29.393398282203407,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1725,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,35.49048519427964,28.509514805720357,,tomato_salad,0,1.0,30.0,88.0,72.0,,,2,1.0,30.0
1726,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,36.37436867076269,27.625631329237308,,tomato_salad,0,1.0,30.0,88.0,70.74999999999972,,,2,1.0,30.0
1727,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,37.25825214724574,26.74174785275426,,tomato_salad,0,1.0,30.0,88.0,69.49999999999943,,,2,1.0,30.0
1728,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,38.14213562372879,25.85786437627121,,tomato_salad,0,1.0,30.0,88.0,68.24999999999915,,,2,1.0,30.0
1729,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.02601910021184,24.97398089978816,,tomato_salad,0,1.0,30.0,88.0,66.99999999999886,,,2,1.0,30.0
1730,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,39.95382555869017,24.194346815316237,,tomato_salad,0,1.0,30.0,88.0,65.74999999999858,,,2,1.0,30.0
1731,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,41.203733885133886,24.179208272259245,,tomato_salad,0,1.0,30.0,88.0,64.4999999999983,,,2,1.0,30.0
1732,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,42.4536422115776,24.164069729202254,,tomato_salad,0,1.0,30.0,88.0,63.24999999999801,,,2,1.0,30.0
1733,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,43.70355053802132,24.148931186145262,,tomato_salad,0,1.0,30.0,88.0,61.999999999997726,,,2,1.0,30.0
1734,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,44.953458864465034,24.13379264308827,,tomato_salad,0,1.0,30.0,88.0,60.74999999999744,,,2,1.0,30.0
1735,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,46.20336719090875,24.11865410003119,,tomato_salad,0,1.0,30.0,88.0,59.49999999999716,,,2,1.0,30.0
1736,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,47.453275517352466,24.103515556974024,,tomato_salad,0,1.0,30.0,88.0,58.249999999996874,,,2,1.0,30.0
1737,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,48.70318384379618,24.08837701391686,,tomato_salad,0,1.0,30.0,88.0,56.99999999999659,,,2,1.0,30.0
1738,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,49.9530921702399,24.073238470859692,,tomato_salad,0,1.0,30.0,88.0,55.749999999996305,,,2,1.0,30.0
1739,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,51.203000496683615,24.058099927802527,,tomato_salad,0,1.0,30.0,88.0,54.49999999999602,,,2,1.0,30.0
1740,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,52.45290882312733,24.04296138474536,,tomato_salad,0,1.0,30.0,88.0,53.24999999999574,,,2,1.0,30.0
1741,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,53.70281714957105,24.027822841688195,,tomato_salad,0,1.0,30.0,88.0,51.99999999999545,,,2,1.0,30.0
1742,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,54.95272547601476,24.01268429863103,,tomato_salad,0,1.0,30.0,88.0,50.74999999999517,,,2,1.0,30.0
1743,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0872550381394,24.2834727291098,,tomato_salad,0,1.0,30.0,88.0,49.499999999994884,,,2,1.0,30.0
1744,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.97660472608601,25.16185597835243,,tomato_salad,0,1.0,30.0,88.0,48.2499999999946,,,2,1.0,30.0
1745,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.865954414032615,26.040239227595062,,tomato_salad,0,1.0,30.0,88.0,46.999999999994316,,,2,1.0,30.0
1746,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.75530410197922,26.918622476837694,,tomato_salad,0,1.0,30.0,88.0,45.74999999999403,,,2,1.0,30.0
1747,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.644653789925826,27.797005726080325,,tomato_salad,0,1.0,30.0,88.0,44.49999999999375,,,2,1.0,30.0
1748,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.53400347787243,28.675388975322956,,tomato_salad,0,1.0,30.0,88.0,43.24999999999346,,,2,1.0,30.0
1749,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.42335316581904,29.553772224565588,,tomato_salad,0,1.0,30.0,88.0,41.99999999999318,,,2,1.0,30.0
1750,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.31270285376564,30.43215547380822,,tomato_salad,0,1.0,30.0,88.0,40.749999999992895,,,2,1.0,30.0
1751,0,1,,0,2,None_cut,4.0,3,0,3,None_cut,4.0,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.20205254171225,31.31053872305085,,tomato_salad,0,1.0,30.0,87.50810911865676,39.70196048263347,,,2,1.0,30.0
