tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,d7ddde4b0e533b50_score,player_c151fb93_x,player_c151fb93_y,player_c151fb93_move_target,player_c151fb93_item,player_c151fb93_score,player_c151fb93_cut_speed,player_c151fb93_speed,player_9fe73dda_x,player_9fe73dda_y,player_9fe73dda_move_target,player_9fe73dda_item,player_9fe73dda_score,player_9fe73dda_cut_speed,player_9fe73dda_speed
2088,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,85.49999999999943,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2089,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,84.24999999999915,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2090,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,82.99999999999886,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2091,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,81.74999999999858,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2092,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,80.4999999999983,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2093,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,79.24999999999801,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2094,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,77.99999999999773,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2095,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,76.74999999999744,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2096,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,75.49999999999716,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2097,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,74.24999999999687,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2098,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,tomato_salad,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2099,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2100,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2101,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2102,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2103,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2104,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2105,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2106,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2107,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2108,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2109,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2110,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2111,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2112,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2113,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2114,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2115,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2116,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2117,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2118,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2119,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2120,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,56.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2121,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,57.250000000000284,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2122,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,58.50000000000057,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2123,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,59.75000000000085,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2124,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,61.00000000000114,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2125,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,62.25000000000142,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2126,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,63.500000000001705,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2127,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,64.75000000000199,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2128,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,66.00000000000227,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2129,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,67.25000000000256,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2130,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,68.50000000000284,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2131,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,69.75000000000313,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2132,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,71.00000000000341,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2133,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,72.2500000000037,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2134,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,73.50000000000398,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2135,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,74.75000000000426,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2136,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,76.00000000000455,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2137,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,77.25000000000483,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2138,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,78.50000000000512,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2139,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,79.7500000000054,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2140,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,81.00000000000568,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2141,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,82.25000000000597,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2142,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,83.50000000000625,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2143,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,84.75000000000654,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2144,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,86.00000000000682,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2145,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,87.2500000000071,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2146,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,88.0,72.0,,tomato_salad,2,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2147,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2148,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2149,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2150,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2151,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2152,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2153,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2154,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2155,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2156,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2157,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2158,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2159,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2160,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2161,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2162,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2163,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
2164,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,None_cut,3.583333333333329,3,2,2,,2,3,,2,4,,2,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.0,72.0,,,3,1.0,30.0,24.0,88.0,,,1,1.0,30.0
