tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,fa58fbb5e538276c_score,player_12178d43_x,player_12178d43_y,player_12178d43_move_target,player_12178d43_item,player_12178d43_score,player_12178d43_cut_speed,player_12178d43_speed,player_21d3b850_x,player_21d3b850_y,player_21d3b850_move_target,player_21d3b850_item,player_21d3b850_score,player_21d3b850_cut_speed,player_21d3b850_speed
2018,0,1,,0,2,tomato,2.7499999999999987,2,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,44.74999999999744,,,2,1.0,30.0
2019,0,1,,0,2,tomato,2.791666666666665,2,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,43.49999999999716,,,2,1.0,30.0
2020,0,1,,0,2,tomato,2.8333333333333317,2,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,42.249999999996874,,,2,1.0,30.0
2021,0,1,,0,2,tomato,2.8749999999999982,2,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.99999999999659,,,2,1.0,30.0
2022,0,1,,0,2,tomato,2.9166666666666647,2,0,3,,0,0,2,2,tomato_cut,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,,2,1.0,30.0
2023,0,1,,0,2,tomato,2.9583333333333313,2,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2024,0,1,,0,2,tomato,2.999999999999998,2,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2025,0,1,,0,2,tomato_cut,3.0416666666666643,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2026,0,1,,0,2,tomato_cut,3.083333333333331,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2027,0,1,,0,2,tomato_cut,3.1249999999999973,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2028,0,1,,0,2,tomato_cut,3.166666666666664,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2029,0,1,,0,2,tomato_cut,3.2083333333333304,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2030,0,1,,0,2,tomato_cut,3.249999999999997,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2031,0,1,,0,2,tomato_cut,3.2916666666666634,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2032,0,1,,0,2,tomato_cut,3.33333333333333,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2033,0,1,,0,2,tomato_cut,3.3749999999999964,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2034,0,1,,0,2,tomato_cut,3.416666666666663,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2035,0,1,,0,2,tomato_cut,3.4583333333333295,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2036,0,1,,0,2,tomato_cut,3.499999999999996,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2037,0,1,,0,2,tomato_cut,3.5416666666666625,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2038,0,1,,0,2,tomato_cut,3.583333333333329,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2039,0,1,,0,2,tomato_cut,3.6249999999999956,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2040,0,1,,0,2,tomato_cut,3.666666666666662,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2041,0,1,,0,2,tomato_cut,3.7083333333333286,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2042,0,1,,0,2,tomato_cut,3.749999999999995,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2043,0,1,,0,2,tomato_cut,3.7916666666666616,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2044,0,1,,0,2,tomato_cut,3.833333333333328,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2045,0,1,,0,2,tomato_cut,3.8749999999999947,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2046,0,1,,0,2,tomato_cut,3.916666666666661,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2047,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2048,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2049,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2050,0,1,,0,2,tomato_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,,0,1.0,30.0,56.0,40.0,,tomato_cut,2,1.0,30.0
2051,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,41.250000000000284,,tomato_cut,2,1.0,30.0
2052,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,42.50000000000057,,tomato_cut,2,1.0,30.0
2053,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,43.75000000000085,,tomato_cut,2,1.0,30.0
2054,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,45.00000000000114,,tomato_cut,2,1.0,30.0
2055,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,46.25000000000142,,tomato_cut,2,1.0,30.0
2056,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,47.500000000001705,,tomato_cut,2,1.0,30.0
2057,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,48.75000000000199,,tomato_cut,2,1.0,30.0
2058,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,50.000000000002274,,tomato_cut,2,1.0,30.0
2059,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,51.25000000000256,,tomato_cut,2,1.0,30.0
2060,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,52.50000000000284,,tomato_cut,2,1.0,30.0
2061,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,53.750000000003126,,tomato_cut,2,1.0,30.0
2062,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,55.00000000000341,,tomato_cut,2,1.0,30.0
2063,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,plate,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_cut,2,1.0,30.0
2064,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2065,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2066,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2067,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2068,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2069,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2070,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2071,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2072,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2073,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2074,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2075,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2076,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2077,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2078,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2079,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2080,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2081,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2082,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2083,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2084,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2085,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,40.0,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2086,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,41.250000000000284,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2087,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,42.50000000000057,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2088,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,43.75000000000085,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2089,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,45.00000000000114,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2090,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,tomato_salad,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,46.25000000000142,,tomato_cut,0,1.0,30.0,56.0,56.0,,,2,1.0,30.0
2091,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,47.500000000001705,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_salad,2,1.0,30.0
2092,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,48.75000000000199,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_salad,2,1.0,30.0
2093,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,50.000000000002274,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_salad,2,1.0,30.0
2094,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,51.25000000000256,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_salad,2,1.0,30.0
2095,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,52.50000000000284,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_salad,2,1.0,30.0
2096,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,53.750000000003126,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_salad,2,1.0,30.0
2097,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,55.00000000000341,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_salad,2,1.0,30.0
2098,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,56.250000000003695,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_salad,2,1.0,30.0
2099,0,1,,0,2,None_cut,3.9583333333333277,3,0,3,,0,0,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,57.50000000000398,,tomato_cut,0,1.0,30.0,56.0,56.0,,tomato_salad,2,1.0,30.0
