tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,8b90388d2891ba80_score,player_9bbbbad2_x,player_9bbbbad2_y,player_9bbbbad2_move_target,player_9bbbbad2_item,player_9bbbbad2_score,player_9bbbbad2_cut_speed,player_9bbbbad2_speed,player_cfeae09b_x,player_cfeae09b_y,player_cfeae09b_move_target,player_cfeae09b_item,player_cfeae09b_score,player_cfeae09b_cut_speed,player_cfeae09b_speed,c94bfa61358d2a87_score,acc9f81c8792391f_message,d4a0e16604d314e9_score
3718,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.45408490257864,24.000000033731812,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3719,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.95408490257819,24.000000022821784,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3720,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.45408490257773,24.000000011911755,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3721,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.95408490257728,24.000000004235268,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3722,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.45408490257682,24.000000004103462,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3723,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.95408490257637,24.000000003971618,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3724,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.45408490257591,24.000000003839634,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3725,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.95408490257546,24.00000000370765,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3726,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.454084902575,24.000000003575668,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3727,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.95408490257455,24.000000003443684,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3728,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.4540849025741,24.0000000033117,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3729,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.95408490257364,24.000000003179718,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3730,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.45408490257319,24.000000003047735,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3731,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.95408490257273,24.00000000291575,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3732,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.45408490257228,24.000000002783768,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3733,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.95408490257182,24.000000002651785,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3734,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.45408490257137,24.0000000025198,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3735,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.95408490257091,24.000000002387818,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3736,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.45408490257046,24.000000002255835,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3737,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.95408490257,24.00000000212385,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3738,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.45408490256955,24.000000001991868,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3739,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.9540849025691,24.000000001859885,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3740,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.45408490256864,24.0000000017279,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3741,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.95408490256818,24.000000001595918,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3742,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.45408490256773,24.000000001463935,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3743,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.95408490256727,24.00000000133195,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3744,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.45408490256682,24.000000001199968,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3745,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.95408490256636,24.000000001067985,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3746,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.45408490256591,24.000000000936,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3747,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.95408490256546,24.000000000804018,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3748,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.454084902565,24.000000000672035,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3749,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.95408490256455,24.00000000054005,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3750,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.45408490256409,24.00000000040807,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3751,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.95408490256364,24.000000000276085,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3752,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.45408490256318,24.0000000001441,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3753,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3754,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3755,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3756,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3757,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3758,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3759,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3760,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3761,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3762,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3763,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3764,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3765,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3766,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3767,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3768,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3769,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3770,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3771,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,136.0,24.0,,plate,0,0.2,30.0,,,0.0
3772,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,135.11611652351553,24.88388347648305,,plate,0,0.2,30.0,,,0.0
3773,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,134.23223304703106,25.767766952966443,,plate,0,0.2,30.0,,,0.0
3774,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,133.3483495705466,26.651650429449848,,plate,0,0.2,30.0,,,0.0
3775,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,132.46446609406294,27.535533905933253,,plate,0,0.2,30.0,,,0.0
3776,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,131.5805826175798,28.419417382416658,,plate,0,0.2,30.0,,,0.0
3777,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,130.69669914109667,29.303300858900062,,plate,0,0.2,30.0,,,0.0
3778,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,129.81281566461354,30.187184335383467,,plate,0,0.2,30.0,,,0.0
3779,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,128.9289321881304,31.07106781186687,,plate,0,0.2,30.0,,,0.0
3780,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,128.04504871164727,31.954951288350276,,plate,0,0.2,30.0,,,0.0
3781,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.80408490256286,24.000000000051713,,,0,1.0,12.0,127.1611652351642,32.838834764833344,,plate,0,0.2,30.0,,,0.0
3782,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.30408490256241,24.000000000050186,,,0,1.0,12.0,126.27728175868116,33.72271824131639,,plate,0,0.2,30.0,,,0.0
3783,test,True,0,1,,0.0,0,0,2,tomato_cut,4.0,3,1,0,tomato,0.9416666666666658,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.80408490256195,24.000000000048587,,,0,1.0,12.0,125.3933982821981,34.60660171779944,,plate,0,0.2,30.0,,,0.0
