tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,fa1765f789d7e85b_score,player_e664e774_x,player_e664e774_y,player_e664e774_move_target,player_e664e774_item,player_e664e774_score,player_e664e774_cut_speed,player_e664e774_speed,player_f3cd20a1_x,player_f3cd20a1_y,player_f3cd20a1_move_target,player_f3cd20a1_item,player_f3cd20a1_score,player_f3cd20a1_cut_speed,player_f3cd20a1_speed
1843,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.033333333333332,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1844,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0416666666666654,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1845,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0499999999999987,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1846,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.058333333333332,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1847,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0666666666666653,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1848,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0749999999999986,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1849,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.083333333333332,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1850,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0916666666666652,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1851,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.0999999999999985,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1852,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1083333333333318,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1853,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1166666666666651,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1854,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1249999999999984,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1855,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1333333333333317,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1856,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.141666666666665,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1857,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1499999999999984,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1858,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1583333333333317,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1859,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.166666666666665,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1860,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1749999999999983,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1861,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1833333333333316,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1862,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1916666666666649,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1863,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.1999999999999982,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1864,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2083333333333315,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1865,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2166666666666648,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1866,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.224999999999998,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,88.0,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1867,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2333333333333314,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.50000000000045,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1868,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2416666666666647,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,87.00000000000091,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1869,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.249999999999998,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.50000000000136,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1870,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2583333333333313,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,86.00000000000182,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1871,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2666666666666646,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.50000000000227,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1872,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.274999999999998,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,85.00000000000273,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1873,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2833333333333312,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.50000000000318,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1874,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2916666666666645,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,84.00000000000364,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1875,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.2999999999999978,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.50000000000409,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1876,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3083333333333311,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,83.00000000000455,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1877,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3166666666666644,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.500000000005,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1878,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3249999999999977,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,82.00000000000546,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1879,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.333333333333331,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.50000000000591,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1880,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3416666666666643,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,81.00000000000637,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1881,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3499999999999976,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.50000000000682,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1882,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.358333333333331,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,80.00000000000728,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1883,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3666666666666643,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.50000000000773,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1884,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3749999999999976,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,79.00000000000819,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1885,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3833333333333309,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.50000000000864,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1886,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3916666666666642,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,78.0000000000091,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1887,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.3999999999999975,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.50000000000955,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1888,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4083333333333308,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,77.00000000001,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1889,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.416666666666664,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.50000000001046,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1890,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4249999999999974,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,76.00000000001091,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1891,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4333333333333307,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.50000000001137,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1892,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.441666666666664,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,75.00000000001182,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1893,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4499999999999973,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.50000000001228,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1894,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4583333333333306,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,74.00000000001273,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1895,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.466666666666664,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.50000000001319,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1896,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4749999999999972,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,73.00000000001364,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1897,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4833333333333305,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.5000000000141,72.0,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1898,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4916666666666638,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,72.05628156960569,71.8629518439927,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1899,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.4999999999999971,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.70059328650649,71.51154631576887,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1900,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5083333333333304,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,71.34490500340729,71.16014078754503,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1901,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5166666666666637,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.9892167203081,70.8087352593212,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1902,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.524999999999997,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.6335284372089,70.45732973109736,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1903,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5333333333333303,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,70.2778401541097,70.10592420287352,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1904,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5416666666666636,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.9221518710105,69.75451867464969,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1905,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.549999999999997,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.5664635879113,69.40311314642585,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1906,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5583333333333302,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,69.2107753048121,69.05170761820202,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1907,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5666666666666635,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.8550870217129,68.70030208997818,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1908,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5749999999999968,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.4993987386137,68.34889656175434,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1909,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5833333333333302,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,68.14371045551451,67.99749103353051,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1910,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5916666666666635,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.78802217241531,67.64608550530667,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1911,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.5999999999999968,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.43233388931611,67.29467997708284,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1912,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.60833333333333,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,67.07664560621691,66.943274448859,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1913,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6166666666666634,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.72095732311772,66.59186892063516,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1914,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6249999999999967,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.36526904001852,66.24046339241133,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1915,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.63333333333333,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,66.00958075691932,65.88905786418749,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1916,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6416666666666633,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.65389247382012,65.53765233596366,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1917,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6499999999999966,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,65.29820419072092,65.18624680773982,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1918,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6583333333333299,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.94251590762173,64.83484127951598,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1919,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6666666666666632,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.58682762452253,64.48343575129215,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
1920,0,1,,0,2,None_cut,4.0,3,0,3,tomato,1.6749999999999965,1,2,2,,2,3,tomato_salad,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,1,64.23113934142333,64.13203022306831,,,1,1.0,12.0,24.0,56.0,,,0,0.2,30.0
