tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,c9df4aeb99167dda_score,player_c0983c61_x,player_c0983c61_y,player_c0983c61_move_target,player_c0983c61_item,player_c0983c61_score,player_c0983c61_cut_speed,player_c0983c61_speed,player_98027992_x,player_98027992_y,player_98027992_move_target,player_98027992_item,player_98027992_score,player_98027992_cut_speed,player_98027992_speed
1970,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,45.93782563906714,93.81204845956245,,,0,0.5,30.0
1971,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,46.81620221289364,94.7014047405612,,,0,0.5,30.0
1972,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,47.69457878672014,95.59076102155996,,,0,0.5,30.0
1973,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,48.57295536054664,96.48011730255871,,,0,0.5,30.0
1974,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,49.451331934373144,97.36947358355746,,,0,0.5,30.0
1975,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,50.329708508199644,98.25882986455622,,,0,0.5,30.0
1976,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,51.208085082026145,99.14818614555497,,,0,0.5,30.0
1977,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,52.086461655852645,100.03754242655373,,,0,0.5,30.0
1978,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,52.964838229679145,100.92689870755248,,,0,0.5,30.0
1979,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,53.843214803505646,101.81625498855124,,,0,0.5,30.0
1980,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,54.72159137733219,102.70561126954999,,,0,0.5,30.0
1981,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,55.5999679511589,103.59496755054874,,,0,0.5,30.0
1982,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,56.490476251294574,103.14470323113545,,,0,0.5,30.0
1983,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,57.384815622896234,102.27140082738151,,,0,0.5,30.0
1984,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,58.279154994497894,101.39809842362757,,,0,0.5,30.0
1985,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,59.173494366099554,100.52479601987363,,,0,0.5,30.0
1986,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,58.12698945982222,99.8411824732421,,,0,0.5,30.0
1987,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,57.080484553544885,99.15756892661057,,,0,0.5,30.0
1988,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,56.03397964726755,98.47395537997903,,,0,0.5,30.0
1989,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,54.987474740990216,97.7903418333475,,,0,0.5,30.0
1990,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,53.94096983471288,97.10672828671596,,,0,0.5,30.0
1991,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,52.894464928435546,96.42311474008443,,,0,0.5,30.0
1992,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,51.84796002215821,95.7395011934529,,,0,0.5,30.0
1993,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,50.80145511588088,95.05588764682136,,,0,0.5,30.0
1994,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,49.75495020960354,94.37227410019044,,,0,0.5,30.0
1995,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,48.70844530332621,93.6886605535597,,,0,0.5,30.0
1996,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,47.66194039704887,93.00504700692898,,,0,0.5,30.0
1997,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,46.61543549077154,92.32143346029824,,,0,0.5,30.0
1998,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,45.568930584494204,91.63781991366751,,,0,0.5,30.0
1999,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.0,,plate,0,1.0,15.0,44.52242567821687,90.95420636703678,,,0,0.5,30.0
2000,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,55.37499999999986,,plate,0,1.0,15.0,43.475920771939535,90.27059282040605,,,0,0.5,30.0
2001,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.749999999999716,,plate,0,1.0,15.0,42.4294158656622,89.58697927377531,,,0,0.5,30.0
2002,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.124999999999574,,plate,0,1.0,15.0,41.382910959384866,88.90336572714457,,,0,0.5,30.0
2003,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,53.49999999999943,,plate,0,1.0,15.0,40.33640605310753,88.21975218051385,,,0,0.5,30.0
2004,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.87499999999929,,plate,0,1.0,15.0,40.17723580426142,87.0491208282018,,,0,0.5,30.0
2005,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.24999999999915,,plate,0,1.0,15.0,40.16251538336923,85.79920750752301,,,0,0.5,30.0
2006,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,51.624999999999005,,plate,0,1.0,15.0,40.14779496247704,84.54929418684422,,,0,0.5,30.0
2007,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.99999999999886,,plate,0,1.0,15.0,40.133074541584854,83.29938086616544,,,0,0.5,30.0
2008,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.37499999999872,,plate,0,1.0,15.0,40.118354120692665,82.04946754548665,,,0,0.5,30.0
2009,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.74999999999858,,plate,0,1.0,15.0,40.103633699800476,80.79955422480786,,,0,0.5,30.0
2010,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.12499999999844,,plate,0,1.0,15.0,40.08891327890829,79.54964090412908,,,0,0.5,30.0
2011,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,48.499999999998295,,plate,0,1.0,15.0,40.0741928580161,78.29972758345029,,,0,0.5,30.0
2012,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.87499999999815,,plate,0,1.0,15.0,40.05947243712391,77.0498142627715,,,0,0.5,30.0
2013,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.24999999999801,,plate,0,1.0,15.0,40.04475201623172,75.79990094209272,,,0,0.5,30.0
2014,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,46.62499999999787,,plate,0,1.0,15.0,40.030031595339594,74.54998762141393,,,0,0.5,30.0
2015,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.999999999997726,,plate,0,1.0,15.0,40.01531117444776,73.30007430073515,,,0,0.5,30.0
2016,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.374999999997584,,plate,0,1.0,15.0,40.00219122783026,72.0501514466125,,,0,0.5,30.0
2017,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.74999999999744,,plate,0,1.0,15.0,40.002020573068826,70.80015145826228,,,0,0.5,30.0
2018,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.1249999999973,,plate,0,1.0,15.0,40.00184991830739,69.55015146991205,,,0,0.5,30.0
2019,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,43.49999999999716,,plate,0,1.0,15.0,40.00167926354596,68.30015148156183,,,0,0.5,30.0
2020,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.874999999997016,,plate,0,1.0,15.0,40.001508608784526,67.0501514932116,,,0,0.5,30.0
2021,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.249999999996874,,plate,0,1.0,15.0,40.00133795402334,65.80015150486138,,,0,0.5,30.0
2022,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,41.62499999999673,,plate,0,1.0,15.0,40.001167299262264,64.55015151651115,,,0,0.5,30.0
2023,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.99999999999659,,plate,0,1.0,15.0,40.000996644501186,63.30015152816053,,,0,0.5,30.0
2024,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.37499999999645,,plate,0,1.0,15.0,40.00082598974011,62.05015153980959,,,0,0.5,30.0
2025,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,tomato_salad,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,plate,0,1.0,15.0,40.00065533497903,60.800151551458654,,,0,0.5,30.0
2026,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.00048468021795,59.55015156310772,,,0,0.5,30.0
2027,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.00031402545687,58.30015157475678,,,0,0.5,30.0
2028,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.000143370695795,57.050151586405846,,,0,0.5,30.0
2029,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.00002500564508,55.80015159444427,,,0,0.5,30.0
2030,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.000023027369046,54.55015159444612,,,0,0.5,30.0
2031,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.000021049093114,53.30015159444797,,,0,0.5,30.0
2032,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.00001907081744,52.050151594449815,,,0,0.5,30.0
2033,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.00001709254176,50.80015159445166,,,0,0.5,30.0
2034,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.000015114266084,49.55015159445351,,,0,0.5,30.0
2035,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.00001313599041,48.30015159445536,,,0,0.5,30.0
2036,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.00001115771473,47.050151594457205,,,0,0.5,30.0
2037,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.000009179439054,45.80015159445905,,,0,0.5,30.0
2038,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.00000720116338,44.5501515944609,,,0,0.5,30.0
2039,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.0000052228877,43.30015159446275,,,0,0.5,30.0
2040,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.000003244612024,42.050151594464594,,,0,0.5,30.0
2041,0,1,,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,plate,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.0,,tomato_salad,0,1.0,15.0,40.00000126633635,40.80015159446644,,,0,0.5,30.0
