tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,aec32225e7c6947c_score,player_064638ed_x,player_064638ed_y,player_064638ed_move_target,player_064638ed_item,player_064638ed_score,player_064638ed_cut_speed,player_064638ed_speed,player_ac9a300e_x,player_ac9a300e_y,player_ac9a300e_move_target,player_ac9a300e_item,player_ac9a300e_score,player_ac9a300e_cut_speed,player_ac9a300e_speed
2621,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,64.75000000000199,40.0,,tomato_salad,2,0.2,30.0
2622,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,66.00000000000227,40.0,,tomato_salad,2,0.2,30.0
2623,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,67.25000000000256,40.0,,tomato_salad,2,0.2,30.0
2624,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,68.50000000000284,40.0,,tomato_salad,2,0.2,30.0
2625,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,69.75000000000313,40.0,,tomato_salad,2,0.2,30.0
2626,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,71.00000000000341,40.0,,tomato_salad,2,0.2,30.0
2627,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,72.12016826116314,40.31621556657754,,tomato_salad,2,0.2,30.0
2628,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,73.0095245421619,41.19459214040404,,tomato_salad,2,0.2,30.0
2629,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,73.89888082316065,42.07296871423054,,tomato_salad,2,0.2,30.0
2630,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,74.7882371041594,42.95134528805704,,tomato_salad,2,0.2,30.0
2631,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,75.67759338515816,43.82972186188354,,tomato_salad,2,0.2,30.0
2632,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,104.0,24.0,,plate,1,1.0,12.0,76.56694966615692,44.70809843571004,,tomato_salad,2,0.2,30.0
2633,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,103.64644660940678,24.35355339059322,,plate,1,1.0,12.0,77.45630594715567,45.58647500953654,,tomato_salad,2,0.2,30.0
2634,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,103.29289321881356,24.70710678118644,,plate,1,1.0,12.0,78.34566222815442,46.46485158336304,,tomato_salad,2,0.2,30.0
2635,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,102.93933982822034,25.06066017177966,,plate,1,1.0,12.0,79.23501850915318,47.34322815718954,,tomato_salad,2,0.2,30.0
2636,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,102.58578643762712,25.41421356237288,,plate,1,1.0,12.0,80.12437479015193,48.22160473101604,,tomato_salad,2,0.2,30.0
2637,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,102.2322330470339,25.7677669529661,,plate,1,1.0,12.0,81.01373107115069,49.099981304842544,,tomato_salad,2,0.2,30.0
2638,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,101.87867965644068,26.12132034355932,,plate,1,1.0,12.0,81.90308735214998,49.978357878669044,,tomato_salad,2,0.2,30.0
2639,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,101.52512626584746,26.47487373415254,,plate,1,1.0,12.0,82.79244363314967,50.856734452495544,,tomato_salad,2,0.2,30.0
2640,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,101.17157287525424,26.828427124745758,,plate,1,1.0,12.0,83.68179991414935,51.735111026322045,,tomato_salad,2,0.2,30.0
2641,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,100.81801948466102,27.181980515338978,,plate,1,1.0,12.0,84.57115619514904,52.613487600148545,,tomato_salad,2,0.2,30.0
2642,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,100.4644660940678,27.535533905932198,,plate,1,1.0,12.0,85.46051247614872,53.491864173975046,,tomato_salad,2,0.2,30.0
2643,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,100.11091270347458,27.889087296525418,,plate,1,1.0,12.0,86.34986875714841,54.370240747801546,,tomato_salad,2,0.2,30.0
2644,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,99.75735931288136,28.242640687118637,,plate,1,1.0,12.0,87.23922503814809,55.248617321628046,,tomato_salad,2,0.2,30.0
2645,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,3,99.40380592228814,28.596194077711857,,plate,1,1.0,12.0,88.0,56.0,,tomato_salad,2,0.2,30.0
2646,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,99.05025253169492,28.949747468305077,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2647,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.6966991411017,29.303300858898297,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2648,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,98.34314575050848,29.656854249491516,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2649,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.98959235991526,30.010407640084736,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2650,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.63603896932204,30.363961030677956,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2651,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,97.28248557872882,30.717514421271176,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2652,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.9289321881356,31.071067811864395,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2653,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.57537879754238,31.424621202457615,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2654,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,96.22182540694916,31.778174593050835,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2655,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.86827201635595,32.131727983644055,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2656,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.51471862576273,32.485281374237275,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2657,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,95.1611652351695,32.838834764830494,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2658,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.80761184457629,33.192388155423714,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2659,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.45405845398307,33.545941546016934,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2660,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,94.10050506338985,33.899494936610154,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2661,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.74695167279663,34.25304832720337,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2662,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.3933982822034,34.60660171779659,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2663,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,93.03984489161019,34.96015510838981,,plate,1,1.0,12.0,88.0,56.0,,,3,0.2,30.0
2664,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.68629150101697,35.31370849898303,,plate,1,1.0,12.0,88.0,54.749999999999716,,,3,0.2,30.0
2665,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,92.33273811042375,35.66726188957625,,plate,1,1.0,12.0,88.0,53.49999999999943,,,3,0.2,30.0
2666,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.97918471983053,36.02081528016947,,plate,1,1.0,12.0,88.0,52.24999999999915,,,3,0.2,30.0
2667,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.62563132923731,36.37436867076269,,plate,1,1.0,12.0,88.0,50.99999999999886,,,3,0.2,30.0
2668,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,91.27207793864409,36.72792206135591,,plate,1,1.0,12.0,88.0,49.74999999999858,,,3,0.2,30.0
2669,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.91852454805087,37.08147545194913,,plate,1,1.0,12.0,88.0,48.499999999998295,,,3,0.2,30.0
2670,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.56497115745765,37.43502884254235,,plate,1,1.0,12.0,88.0,47.24999999999801,,,3,0.2,30.0
2671,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,90.21141776686443,37.78858223313557,,plate,1,1.0,12.0,88.0,45.999999999997726,,,3,0.2,30.0
2672,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.85786437627121,38.14213562372879,,plate,1,1.0,12.0,88.0,44.74999999999744,,,3,0.2,30.0
2673,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.50431098567799,38.49568901432201,,plate,1,1.0,12.0,88.0,43.49999999999716,,,3,0.2,30.0
2674,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,89.15075759508477,38.84924240491523,,plate,1,1.0,12.0,88.0,42.249999999996874,,,3,0.2,30.0
2675,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.79720420449155,39.20279579550845,,plate,1,1.0,12.0,88.0,40.99999999999659,,,3,0.2,30.0
2676,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.44365081389833,39.55634918610167,,plate,1,1.0,12.0,88.3162155665778,39.8798317388366,,,3,0.2,30.0
2677,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,88.04471075017727,39.80221161601552,,plate,1,1.0,12.0,89.194592140405,38.990475457837135,,,3,0.2,30.0
2678,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.54474873659103,39.808374810868834,,plate,1,1.0,12.0,90.07296871423222,38.10111917683767,,,3,0.2,30.0
2679,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,87.04478672300479,39.81453800572215,,plate,1,1.0,12.0,90.95134528805943,37.211762895838206,,,3,0.2,30.0
2680,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.54482470941855,39.82070120057546,,plate,1,1.0,12.0,91.82972186188655,36.32240661483874,,,3,0.2,30.0
2681,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,86.04486269583231,39.82686439542878,,plate,1,1.0,12.0,92.70809843571327,35.433050333839276,,,3,0.2,30.0
2682,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.54490068224607,39.83302759028209,,plate,1,1.0,12.0,93.58647500953998,34.54369405283981,,,3,0.2,30.0
2683,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,85.04493866865982,39.83919078513541,,plate,1,1.0,12.0,94.4648515833667,33.654337771840346,,,3,0.2,30.0
2684,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.54497665507358,39.84535397998872,,plate,1,1.0,12.0,95.34322815719341,32.76498149084088,,,3,0.2,30.0
2685,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,84.04501464148734,39.85151717484204,,plate,1,1.0,12.0,96.22160473102007,31.875625209841466,,,3,0.2,30.0
2686,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.5450526279011,39.85768036969535,,plate,1,1.0,12.0,97.09998130484644,30.986268928842357,,,3,0.2,30.0
2687,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,83.04509061431486,39.86384356454867,,plate,1,1.0,12.0,97.9783578786728,30.096912647843247,,,3,0.2,30.0
2688,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.54512860072862,39.87000675940198,,plate,1,1.0,12.0,98.85673445249915,29.207556366844138,,,3,0.2,30.0
2689,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,82.04516658714238,39.876169954255296,,plate,1,1.0,12.0,99.73511102632551,28.318200085845028,,,3,0.2,30.0
2690,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.54520457355613,39.88233314910861,,plate,1,1.0,12.0,100.61348760015187,27.42884380484592,,,3,0.2,30.0
2691,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,81.04524255996989,39.888496343961926,,plate,1,1.0,12.0,101.49186417397823,26.53948752384681,,,3,0.2,30.0
2692,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.54528054638365,39.89465953881524,,plate,1,1.0,12.0,102.3702407478046,25.6501312428477,,,3,0.2,30.0
2693,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,80.04531853279741,39.900822733668555,,plate,1,1.0,12.0,103.24861732163096,24.76077496184859,,,3,0.2,30.0
2694,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.54535651921117,39.90698592852187,,plate,1,1.0,12.0,104.0,24.0,,,3,0.2,30.0
2695,0,1,,0,2,None_cut,3.1583333333333248,3,0,3,tomato_cut,3.916666666666661,3,2,2,,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,79.04539450562493,39.913149123375185,,plate,1,1.0,12.0,104.0,24.0,,plate,3,0.2,30.0
