tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,ca6d370505a3071a_score,player_518a76b4_x,player_518a76b4_y,player_518a76b4_move_target,player_518a76b4_item,player_518a76b4_score,player_518a76b4_cut_speed,player_518a76b4_speed,player_d96d0d8f_x,player_d96d0d8f_y,player_d96d0d8f_move_target,player_d96d0d8f_item,player_d96d0d8f_score,player_d96d0d8f_cut_speed,player_d96d0d8f_speed
1840,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.341666666666661,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,101.14051354444445,26.895230036250187,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1841,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.3499999999999943,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,101.49186417397505,26.53948752385047,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1842,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.3583333333333276,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,101.84321480350565,26.183745011450757,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1843,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.366666666666661,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,102.19456543303625,25.828002499051042,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1844,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.3749999999999942,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,102.54591606256685,25.472259986651327,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1845,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.3833333333333275,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,102.89726669209745,25.116517474251612,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1846,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.391666666666661,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,103.24861732162805,24.760774961851897,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1847,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.399999999999994,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,103.59996795115865,24.405032449452182,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1848,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.4083333333333274,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1849,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.4166666666666607,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1850,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.424999999999994,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1851,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.4333333333333274,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1852,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.4416666666666607,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1853,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.449999999999994,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1854,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.4583333333333273,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1855,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.4666666666666606,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1856,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.474999999999994,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1857,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.483333333333327,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1858,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.4916666666666605,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1859,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.499999999999994,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1860,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.508333333333327,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1861,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.5166666666666604,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1862,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.5249999999999937,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1863,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.533333333333327,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1864,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.5416666666666603,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1865,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.5499999999999936,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1866,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.558333333333327,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1867,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.56666666666666,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1868,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.5749999999999935,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1869,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.583333333333327,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,104.0,24.0,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1870,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.59166666666666,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,103.64644660940678,24.35355339059322,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1871,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.5999999999999934,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,103.29289321881356,24.70710678118644,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1872,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.6083333333333267,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,102.93933982822034,25.06066017177966,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1873,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.61666666666666,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,102.58578643762712,25.41421356237288,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1874,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.6249999999999933,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,102.2322330470339,25.7677669529661,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1875,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.6333333333333266,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,101.87867965644068,26.12132034355932,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1876,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.64166666666666,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,101.52512626584746,26.47487373415254,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1877,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.6499999999999932,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,101.17157287525424,26.828427124745758,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1878,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.6583333333333266,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,100.81801948466102,27.181980515338978,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1879,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.66666666666666,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,100.4644660940678,27.535533905932198,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1880,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.674999999999993,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,100.11091270347458,27.889087296525418,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1881,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.6833333333333265,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,99.75735931288136,28.242640687118637,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1882,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.6916666666666598,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,99.40380592228814,28.596194077711857,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1883,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.699999999999993,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,99.05025253169492,28.949747468305077,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1884,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.7083333333333264,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,98.6966991411017,29.303300858898297,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1885,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.7166666666666597,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,98.34314575050848,29.656854249491516,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1886,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.724999999999993,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,97.98959235991526,30.010407640084736,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1887,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.7333333333333263,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,97.63603896932204,30.363961030677956,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1888,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.7416666666666596,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,97.28248557872882,30.717514421271176,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1889,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.749999999999993,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,96.9289321881356,31.071067811864395,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1890,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.758333333333326,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,96.57537879754238,31.424621202457615,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1891,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.7666666666666595,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,96.22182540694916,31.778174593050835,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1892,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.774999999999993,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,95.86827201635595,32.131727983644055,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1893,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.783333333333326,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,95.51471862576273,32.485281374237275,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1894,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.7916666666666594,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,95.1611652351695,32.838834764830494,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1895,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.7999999999999927,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,94.80761184457629,33.192388155423714,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1896,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.808333333333326,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,94.45405845398307,33.545941546016934,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1897,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.8166666666666593,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,94.10050506338985,33.899494936610154,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1898,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.8249999999999926,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,93.74695167279663,34.25304832720337,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1899,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.833333333333326,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,93.3933982822034,34.60660171779659,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1900,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.8416666666666592,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,93.03984489161019,34.96015510838981,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1901,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.8499999999999925,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.68629150101697,35.31370849898303,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1902,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.858333333333326,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,92.33273811042375,35.66726188957625,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1903,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.866666666666659,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,91.97918471983053,36.02081528016947,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1904,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.8749999999999925,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,91.62563132923731,36.37436867076269,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1905,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.8833333333333258,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,91.27207793864409,36.72792206135591,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1906,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.891666666666659,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.91852454805087,37.08147545194913,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1907,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.8999999999999924,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.56497115745765,37.43502884254235,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1908,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.9083333333333257,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,90.21141776686443,37.78858223313557,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1909,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.916666666666659,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.85786437627121,38.14213562372879,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1910,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.9249999999999923,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.50431098567799,38.49568901432201,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1911,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.9333333333333256,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,89.15075759508477,38.84924240491523,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1912,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.941666666666659,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.79720420449155,39.20279579550845,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1913,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.949999999999992,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.44365081389833,39.55634918610167,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1914,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.9583333333333255,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,88.04471075017727,39.80221161601552,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1915,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.966666666666659,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.54474873659103,39.808374810868834,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1916,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.974999999999992,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,87.04478672300479,39.81453800572215,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
1917,0,1,,0,2,None_cut,3.191666666666658,3,0,3,tomato,2.9833333333333254,2,2,2,tomato,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,86.54482470941855,39.82070120057546,,plate,1,1.0,12.0,24.0,56.0,,,1,0.2,30.0
