tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,74d21527e48348bc_score,player_e107d331_x,player_e107d331_y,player_e107d331_move_target,player_e107d331_item,player_e107d331_score,player_e107d331_cut_speed,player_e107d331_speed,player_b2b40133_x,player_b2b40133_y,player_b2b40133_move_target,player_b2b40133_item,player_b2b40133_score,player_b2b40133_cut_speed,player_b2b40133_speed
2500,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2501,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2502,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2503,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2504,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2505,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2506,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2507,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2508,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2509,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2510,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2511,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2512,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2513,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2514,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2515,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2516,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2517,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2518,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2519,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2520,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2521,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2522,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2523,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2524,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2525,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2526,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2527,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2528,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2529,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2530,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2531,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2532,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2533,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2534,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,24.0,24.0,,,1,0.5,30.0
2535,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,25.24999999999993,24.0,,,1,0.5,30.0
2536,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,26.499999999999858,24.0,,,1,0.5,30.0
2537,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,27.749999999999787,24.0,,,1,0.5,30.0
2538,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,28.999999999999716,24.0,,,1,0.5,30.0
2539,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,30.249999999999645,24.0,,,1,0.5,30.0
2540,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,31.499999999999574,24.0,,,1,0.5,30.0
2541,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,32.749999999999716,24.0,,,1,0.5,30.0
2542,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,34.0,24.0,,,1,0.5,30.0
2543,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,35.250000000000284,24.0,,,1,0.5,30.0
2544,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,36.50000000000057,24.0,,,1,0.5,30.0
2545,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,37.75000000000085,24.0,,,1,0.5,30.0
2546,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,39.00000000000114,24.0,,,1,0.5,30.0
2547,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2548,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9375000000000006,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2549,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9583333333333339,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2550,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,0.9791666666666673,0,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2551,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.0000000000000007,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2552,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.020833333333334,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2553,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.0416666666666672,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2554,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.0625000000000004,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2555,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.0833333333333337,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2556,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.104166666666667,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2557,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.1250000000000002,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2558,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.1458333333333335,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2559,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.1666666666666667,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2560,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.1875,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2561,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.2083333333333333,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2562,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.2291666666666665,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2563,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.2499999999999998,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2564,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.270833333333333,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2565,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.2916666666666663,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2566,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.3124999999999996,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2567,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.3333333333333328,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2568,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.354166666666666,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2569,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.3749999999999993,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2570,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.3958333333333326,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2571,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.4166666666666659,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2572,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.4374999999999991,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2573,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.4583333333333324,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2574,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.4791666666666656,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2575,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.499999999999999,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2576,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.5208333333333321,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
2577,0,1,plate,0,2,,0,3,,1,0,tomato_cut,4.0,3,2,0,tomato,1.5416666666666654,1,3,2,,3,3,,3,4,,3,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,24.0,24.0,,,1,1.0,15.0,40.0,24.0,,,1,0.5,30.0
