tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,3ca26eb00a8710d7_score,player_88d0e9ea_x,player_88d0e9ea_y,player_88d0e9ea_move_target,player_88d0e9ea_item,player_88d0e9ea_score,player_88d0e9ea_cut_speed,player_88d0e9ea_speed,player_877fb03b_x,player_877fb03b_y,player_877fb03b_move_target,player_877fb03b_item,player_877fb03b_score,player_877fb03b_cut_speed,player_877fb03b_speed
2707,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5583333333333338,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,72.05628156962024,24.137048156007157,,plate,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2708,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5583333333333338,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.70059328652104,24.488453684230638,,plate,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2709,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5583333333333338,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,71.34490500342184,24.83985921245412,,plate,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2710,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5666666666666671,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.98921672032264,25.1912647406776,,plate,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2711,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5750000000000004,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.63352843722345,25.54267026890108,,plate,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2712,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,70.27784015412425,25.89407579712456,,plate,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2713,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.92215187102505,26.24548132534804,,plate,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2714,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.56646358792585,26.596886853571522,,plate,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2715,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,69.21077530482665,26.948292381795003,,plate,0,1.0,12.0,24.0,54.749999999999716,,,2,0.2,30.0
2716,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.85508702172746,27.299697910018484,,plate,0,1.0,12.0,24.0,53.49999999999943,,,2,0.2,30.0
2717,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.49939873862826,27.651103438241964,,plate,0,1.0,12.0,24.0,52.24999999999915,,,2,0.2,30.0
2718,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,68.14371045552906,28.002508966465445,,plate,0,1.0,12.0,24.0,50.99999999999886,,,2,0.2,30.0
2719,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.78802217242986,28.353914494688926,,plate,0,1.0,12.0,24.0,49.74999999999858,,,2,0.2,30.0
2720,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.43233388933066,28.705320022912407,,plate,0,1.0,12.0,24.0,48.499999999998295,,,2,0.2,30.0
2721,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,67.07664560623147,29.056725551135887,,plate,0,1.0,12.0,24.0,47.24999999999801,,,2,0.2,30.0
2722,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.72095732313227,29.408131079359368,,plate,0,1.0,12.0,24.0,45.999999999997726,,,2,0.2,30.0
2723,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.36526904003307,29.75953660758285,,plate,0,1.0,12.0,24.0,44.74999999999744,,,2,0.2,30.0
2724,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,66.00958075693387,30.11094213580633,,plate,0,1.0,12.0,24.0,43.49999999999716,,,2,0.2,30.0
2725,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.65389247383467,30.46234766402981,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2726,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,65.29820419073548,30.813753192253238,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2727,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.94251590763628,31.165158720476477,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2728,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.58682762453708,31.516564248699716,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2729,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,64.23113934143788,31.867969776922955,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2730,0,1,,0,2,tomato,0.6083333333333336,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.87545105833868,32.21937530514612,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2731,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.519762775239485,32.57078083336925,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2732,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,63.16407449214029,32.922186361592374,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2733,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.80838620904109,33.2735918898155,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2734,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.45269792594189,33.624997418038625,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2735,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,62.09700964284269,33.97640294626175,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2736,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.741321359743495,34.327808474484875,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2737,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.3856330766443,34.679214002708,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2738,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,61.0299447935451,35.030619530931126,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2739,0,1,,0,2,tomato,0.6166666666666669,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.6742565104459,35.38202505915425,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2740,0,1,,0,2,tomato,0.6250000000000002,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,60.3185682273467,35.73343058737738,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2741,0,1,,0,2,tomato,0.6250000000000002,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.962879944247504,36.0848361156005,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2742,0,1,,0,2,tomato,0.6250000000000002,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.607191661148306,36.43624164382363,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2743,0,1,,0,2,tomato,0.6250000000000002,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,59.25150337804911,36.78764717204675,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2744,0,1,,0,2,tomato,0.6250000000000002,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.89581509494991,37.13905270026988,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2745,0,1,,0,2,tomato,0.6333333333333335,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.54012681185071,37.490458228493004,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2746,0,1,,0,2,tomato,0.6333333333333335,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,58.184438528751514,37.84186375671613,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2747,0,1,,0,2,tomato,0.6333333333333335,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.828750245652316,38.193269284939454,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2748,0,1,,0,2,tomato,0.6333333333333335,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.47306196255312,38.54467481316304,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2749,0,1,,0,2,tomato,0.6333333333333335,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,57.11737367945392,38.896080341386636,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2750,0,1,,0,2,tomato,0.6416666666666668,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.76168539635472,39.24748586961022,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2751,0,1,,0,2,tomato,0.6500000000000001,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.40599711325552,39.59889139783381,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2752,0,1,,0,2,tomato,0.6583333333333334,0,0,3,tomato,0.5833333333333337,0,2,2,,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,plate,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2753,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2754,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2755,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,40.0,,,2,0.2,30.0
2756,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,41.250000000000284,,,2,0.2,30.0
2757,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,42.50000000000057,,,2,0.2,30.0
2758,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,43.75000000000085,,,2,0.2,30.0
2759,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,45.00000000000114,,,2,0.2,30.0
2760,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,46.25000000000142,,,2,0.2,30.0
2761,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,47.500000000001705,,,2,0.2,30.0
2762,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,48.75000000000199,,,2,0.2,30.0
2763,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,50.000000000002274,,,2,0.2,30.0
2764,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,51.25000000000256,,,2,0.2,30.0
2765,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,52.50000000000284,,,2,0.2,30.0
2766,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2767,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.5833333333333337,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2768,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.591666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2769,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.591666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2770,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.591666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2771,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.591666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2772,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.591666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2773,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.591666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2774,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.591666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2775,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.591666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2776,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.591666666666667,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2777,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.6000000000000003,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2778,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.6000000000000003,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2779,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.6000000000000003,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2780,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.6000000000000003,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2781,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.6000000000000003,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2782,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.6083333333333336,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
2783,0,1,,0,2,tomato,0.6666666666666667,0,0,3,tomato,0.6083333333333336,0,2,2,plate,2,3,plate,2,4,plate,2,5,plate,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,2,56.0,40.0,,,0,1.0,12.0,24.0,56.0,,,2,0.2,30.0
