tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,d695caff657b08d1_score,player_3dc25d5e_x,player_3dc25d5e_y,player_3dc25d5e_move_target,player_3dc25d5e_item,player_3dc25d5e_score,player_3dc25d5e_cut_speed,player_3dc25d5e_speed,player_8e0f7d92_x,player_8e0f7d92_y,player_8e0f7d92_move_target,player_8e0f7d92_item,player_8e0f7d92_score,player_8e0f7d92_cut_speed,player_8e0f7d92_speed,64d953e6405a43eb_score,16f5debf317c3c6c_message,b22d52751c9f2da3_score
3902,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,87.05965790004217,24.00000153809479,,,0,1.0,30.0,,,1.0
3903,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,,0,1.0,30.0,,,1.0
3904,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3905,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3906,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3907,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3908,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3909,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3910,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3911,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3912,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3913,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3914,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3915,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3916,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3917,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3918,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3919,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3920,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,1.0
3921,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,87.11611652351695,24.88388347648305,,tomato,0,1.0,30.0,,,1.0
3922,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,86.2322330470339,25.7677669529661,,tomato,0,1.0,30.0,,,1.0
3923,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,85.34834957055085,26.65165042944915,,tomato,0,1.0,30.0,,,1.0
3924,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,84.4644660940678,27.535533905932198,,tomato,0,1.0,30.0,,,1.0
3925,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,83.58058261758475,28.419417382415247,,tomato,0,1.0,30.0,,,1.0
3926,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,82.6966991411017,29.303300858898297,,tomato,0,1.0,30.0,,,1.0
3927,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,81.81281566461865,30.187184335381346,,tomato,0,1.0,30.0,,,1.0
3928,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,80.9289321881356,31.071067811864395,,tomato,0,1.0,30.0,,,1.0
3929,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,80.04504871165256,31.954951288347445,,tomato,0,1.0,30.0,,,1.0
3930,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,79.1611652351695,32.838834764830494,,tomato,0,1.0,30.0,,,1.0
3931,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,78.27728175868646,33.722718241313544,,tomato,0,1.0,30.0,,,1.0
3932,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,77.3933982822034,34.60660171779659,,tomato,0,1.0,30.0,,,1.0
3933,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,76.50951480572036,35.49048519427964,,tomato,0,1.0,30.0,,,1.0
3934,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,75.62563132923731,36.37436867076269,,tomato,0,1.0,30.0,,,1.0
3935,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,74.74174785275426,37.25825214724574,,tomato,0,1.0,30.0,,,1.0
3936,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,73.85786437627121,38.14213562372879,,tomato,0,1.0,30.0,,,1.0
3937,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,72.97398089978816,39.02601910021184,,tomato,0,1.0,30.0,,,1.0
3938,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,72.09009742330511,39.90990257669489,,tomato,0,1.0,30.0,,,1.0
3939,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,71.20621394682206,40.79378605317794,,tomato,0,1.0,30.0,,,1.0
3940,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,70.32233047033901,41.67766952966099,,tomato,0,1.0,30.0,,,1.0
3941,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,69.43844699385596,42.56155300614404,,tomato,0,1.0,30.0,,,1.0
3942,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,68.55456351737291,43.44543648262709,,tomato,0,1.0,30.0,,,1.0
3943,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,67.67068004088986,44.32931995911014,,tomato,0,1.0,30.0,,,1.0
3944,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,66.78679656440681,45.213203435593186,,tomato,0,1.0,30.0,,,1.0
3945,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,65.90291308792376,46.097086912076236,,tomato,0,1.0,30.0,,,1.0
3946,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,40.0,,,1,1.0,30.0,65.01902961144071,46.980970388559285,,tomato,0,1.0,30.0,,,1.0
3947,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.11611652351695,39.11611652351695,,,1,1.0,30.0,64.13514613495767,47.864853865042335,,tomato,0,1.0,30.0,,,1.0
3948,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,54.2322330470339,38.2322330470339,,,1,1.0,30.0,63.251262658474616,48.748737341525384,,tomato,0,1.0,30.0,,,1.0
3949,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,53.34834957055085,37.34834957055085,,,1,1.0,30.0,62.367379181991566,49.632620818008434,,tomato,0,1.0,30.0,,,1.0
3950,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,52.4644660940678,36.4644660940678,,,1,1.0,30.0,61.48349570550852,50.51650429449148,,tomato,0,1.0,30.0,,,1.0
3951,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,51.58058261758475,35.58058261758475,,,1,1.0,30.0,60.59961222902547,51.40038777097453,,tomato,0,1.0,30.0,,,1.0
3952,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,50.6966991411017,34.6966991411017,,,1,1.0,30.0,59.71572875254242,52.28427124745758,,tomato,0,1.0,30.0,,,1.0
3953,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,49.812815664618654,33.812815664618654,,,1,1.0,30.0,58.83184527605937,53.16815472394063,,tomato,0,1.0,30.0,,,1.0
3954,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.928932188135605,32.928932188135605,,,1,1.0,30.0,57.94796179957632,54.05203820042368,,tomato,0,1.0,30.0,,,1.0
3955,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,48.045048711652555,32.045048711652555,,,1,1.0,30.0,57.06407832309327,54.93592167690673,,tomato,0,1.0,30.0,,,1.0
3956,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,47.161165235169506,31.161165235169506,,,1,1.0,30.0,56.0,56.0,,tomato,0,1.0,30.0,,,1.0
3957,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,46.277281758686456,30.277281758686456,,,1,1.0,30.0,56.0,56.0,,,0,1.0,30.0,,,1.0
3958,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,45.39339828220341,29.393398282203407,,,1,1.0,30.0,56.0,56.0,,,0,1.0,30.0,,,1.0
3959,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,44.50951480572036,28.509514805720357,,,1,1.0,30.0,56.0,56.0,,,0,1.0,30.0,,,1.0
3960,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,43.62563132923731,27.625631329237308,,,1,1.0,30.0,56.0,56.0,,,0,1.0,30.0,,,1.0
3961,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,42.74174785275426,26.74174785275426,,,1,1.0,30.0,56.0,56.0,,,0,1.0,30.0,,,1.0
3962,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,41.50491257053636,26.56081006051224,,,1,1.0,30.0,56.0,56.0,,,0,1.0,30.0,,,1.0
3963,test,True,0,1,None_cut,3.8749999999999947,3,0,2,,0.0,0,1,0,tomato_cut,3.9583333333333277,3,2,2,plate,2,3,tomato,2,4,tomato_salad,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,40.268077288318466,26.37987226827022,,,1,1.0,30.0,56.0,56.0,,,0,1.0,30.0,,,1.0
