tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,261a5eee84d5378d_score,player_481e8dc7_x,player_481e8dc7_y,player_481e8dc7_move_target,player_481e8dc7_item,player_481e8dc7_score,player_481e8dc7_cut_speed,player_481e8dc7_speed,player_0c3a4ff1_x,player_0c3a4ff1_y,player_0c3a4ff1_move_target,player_0c3a4ff1_item,player_0c3a4ff1_score,player_0c3a4ff1_cut_speed,player_0c3a4ff1_speed,4f0473f807b3f6f1_score,55d425817e7691a7_message,c0a22da13632282c_score
3109,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,55.00000000000341,,,0,1.0,30.0,88.0,24.0,,tomato,0,1.0,30.0,,,0.0
3110,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,56.250000000003695,,,0,1.0,30.0,86.74999999999972,24.0,,tomato,0,1.0,30.0,,,0.0
3111,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,57.50000000000398,,,0,1.0,30.0,85.49999999999943,24.0,,tomato,0,1.0,30.0,,,0.0
3112,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,58.75000000000426,,,0,1.0,30.0,84.24999999999915,24.0,,tomato,0,1.0,30.0,,,0.0
3113,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,60.00000000000455,,,0,1.0,30.0,82.99999999999886,24.0,,tomato,0,1.0,30.0,,,0.0
3114,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,61.25000000000483,,,0,1.0,30.0,81.74999999999858,24.0,,tomato,0,1.0,30.0,,,0.0
3115,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,62.500000000005116,,,0,1.0,30.0,80.4999999999983,24.0,,tomato,0,1.0,30.0,,,0.0
3116,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,63.7500000000054,,,0,1.0,30.0,79.24999999999801,24.0,,tomato,0,1.0,30.0,,,0.0
3117,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,65.00000000000568,,,0,1.0,30.0,77.99999999999773,24.0,,tomato,0,1.0,30.0,,,0.0
3118,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,66.25000000000597,,,0,1.0,30.0,76.74999999999744,24.0,,tomato,0,1.0,30.0,,,0.0
3119,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,67.50000000000625,,,0,1.0,30.0,75.49999999999716,24.0,,tomato,0,1.0,30.0,,,0.0
3120,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,68.75000000000654,,,0,1.0,30.0,74.24999999999687,24.0,,tomato,0,1.0,30.0,,,0.0
3121,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,70.00000000000682,,,0,1.0,30.0,73.3100771802076,24.824041924199292,,tomato,0,1.0,30.0,,,0.0
3122,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,71.2500000000071,,,0,1.0,30.0,72.37015436041833,25.648083848398585,,tomato,0,1.0,30.0,,,0.0
3123,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,72.50000000000739,,,0,1.0,30.0,71.43023154062905,26.472125772597877,,tomato,0,1.0,30.0,,,0.0
3124,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,73.75000000000767,,,0,1.0,30.0,70.49030872083978,27.29616769679717,,tomato,0,1.0,30.0,,,0.0
3125,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,75.00000000000796,,,0,1.0,30.0,69.5503859010505,28.120209620996462,,tomato,0,1.0,30.0,,,0.0
3126,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,76.25000000000824,,,0,1.0,30.0,68.61046308126123,28.944251545195755,,tomato,0,1.0,30.0,,,0.0
3127,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,77.50000000000853,,,0,1.0,30.0,67.67054026147196,29.768293469395047,,tomato,0,1.0,30.0,,,0.0
3128,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,78.75000000000881,,,0,1.0,30.0,66.73061744168268,30.59233539359434,,tomato,0,1.0,30.0,,,0.0
3129,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,80.0000000000091,,,0,1.0,30.0,65.79069462189341,31.416377317793632,,tomato,0,1.0,30.0,,,0.0
3130,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,81.25000000000938,,,0,1.0,30.0,64.85077180210357,32.240419241992925,,tomato,0,1.0,30.0,,,0.0
3131,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,82.50000000000966,,,0,1.0,30.0,63.91084898231357,33.06446116619222,,tomato,0,1.0,30.0,,,0.0
3132,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,83.75000000000995,,,0,1.0,30.0,62.97092616252358,33.88850309039151,,tomato,0,1.0,30.0,,,0.0
3133,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,85.00000000001023,,,0,1.0,30.0,62.0310033427336,34.7125450145908,,tomato,0,1.0,30.0,,,0.0
3134,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,86.25000000001052,,,0,1.0,30.0,61.091080522943614,35.536586938790094,,tomato,0,1.0,30.0,,,0.0
3135,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,87.5000000000108,,,0,1.0,30.0,60.15115770315363,36.36062886298939,,tomato,0,1.0,30.0,,,0.0
3136,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,88.75000000001108,,,0,1.0,30.0,59.211234883363645,37.18467078718868,,tomato,0,1.0,30.0,,,0.0
3137,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,90.00000000001137,,,0,1.0,30.0,58.27131206357366,38.00871271138797,,tomato,0,1.0,30.0,,,0.0
3138,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,91.25000000001165,,,0,1.0,30.0,57.331389243783676,38.832754635587264,,tomato,0,1.0,30.0,,,0.0
3139,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,92.50000000001194,,,0,1.0,30.0,56.39146642399369,39.65679655978656,,tomato,0,1.0,30.0,,,0.0
3140,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,93.75000000001222,,,0,1.0,30.0,56.0,40.0,,tomato,0,1.0,30.0,,,0.0
3141,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,95.0000000000125,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3142,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,96.25000000001279,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3143,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,97.50000000001307,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3144,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,98.75000000001336,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3145,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,100.00000000001364,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3146,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,101.25000000001393,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3147,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,102.50000000001421,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3148,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,103.7500000000145,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3149,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,105.00000000001478,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3150,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,106.25000000001506,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3151,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,107.50000000001535,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3152,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,108.75000000001563,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3153,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,110.00000000001592,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3154,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,111.2500000000162,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3155,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,112.50000000001648,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3156,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,113.75000000001677,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3157,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,115.00000000001705,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3158,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,116.25000000001734,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3159,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,117.50000000001762,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3160,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,118.7500000000179,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3161,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.140540251812297,119.94229700497795,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3162,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.018916825639153,120.8316532859767,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3163,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,25.897293399466008,121.72100956697545,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3164,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,26.775669973292864,122.61036584797421,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3165,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,27.65404654711972,123.49972212897296,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3166,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,28.532423120946575,124.38907840997172,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3167,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,29.41079969477343,125.27843469097047,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3168,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,30.289176268600286,126.16779097196923,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3169,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,31.167552842427142,127.05714725296798,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3170,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.04592941625402,127.94650353396673,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3171,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,32.92430599008123,128.8358598149655,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3172,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,33.80268256390844,129.72521609596424,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3173,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,34.68105913773565,130.614572376963,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3174,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,35.55943571156286,131.50392865796175,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3175,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,36.437812285389924,132.3932849389605,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3176,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,37.31618885921664,133.28264121995926,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3177,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,38.194565433043344,134.171997500958,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3178,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.07294200687006,135.06135378195677,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
3179,test,True,0,1,,0.0,0,0,2,,0.0,0,1,0,,0.0,0,2,2,tomato,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,39.95387262834076,135.66868467339486,,,0,1.0,30.0,56.0,40.0,,,0,1.0,30.0,,,0.0
