tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_03_slot_x,CuttingBoard_03_slot_y,CuttingBoard_03_item,CuttingBoard_03_cut_time_accumulated,CuttingBoard_03_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,49c9d9e85ec093c9_score,player_6c6d026c_x,player_6c6d026c_y,player_6c6d026c_move_target,player_6c6d026c_item,player_6c6d026c_score,player_6c6d026c_cut_speed,player_6c6d026c_speed,player_d1cd465b_x,player_d1cd465b_y,player_d1cd465b_move_target,player_d1cd465b_item,player_d1cd465b_score,player_d1cd465b_cut_speed,player_d1cd465b_speed
2081,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2082,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2083,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2084,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2085,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2086,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2087,0,1,,0,2,None_cut,3.666666666666662,3,0,3,None_cut,3.749999999999995,3,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,tomato,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2088,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.0,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2089,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.041666666666666664,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2090,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.08333333333333333,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2091,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.125,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2092,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.16666666666666666,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2093,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.20833333333333331,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2094,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.24999999999999997,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2095,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.29166666666666663,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2096,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.3333333333333333,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2097,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.375,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2098,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.4166666666666667,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2099,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.45833333333333337,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2100,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.5,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2101,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.5416666666666666,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2102,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.5833333333333333,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2103,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.6249999999999999,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2104,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.6666666666666665,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2105,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.7083333333333331,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2106,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.7499999999999998,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2107,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.7916666666666664,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2108,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.833333333333333,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2109,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.8749999999999997,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2110,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.9166666666666663,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2111,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.9583333333333329,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2112,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,0.9999999999999996,0,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,104.0,24.0,,plate,4,1.0,30.0
2113,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.0416666666666663,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,103.11611652351695,24.88388347648305,,plate,4,1.0,30.0
2114,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.083333333333333,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,102.2322330470339,25.7677669529661,,plate,4,1.0,30.0
2115,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.1249999999999998,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,101.34834957055085,26.65165042944915,,plate,4,1.0,30.0
2116,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.1666666666666665,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,100.4644660940678,27.535533905932198,,plate,4,1.0,30.0
2117,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.2083333333333333,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,99.58058261758475,28.419417382415247,,plate,4,1.0,30.0
2118,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.25,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,98.6966991411017,29.303300858898297,,plate,4,1.0,30.0
2119,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.2916666666666667,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,97.81281566461865,30.187184335381346,,plate,4,1.0,30.0
2120,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.3333333333333335,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,96.9289321881356,31.071067811864395,,plate,4,1.0,30.0
2121,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.3750000000000002,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,96.04504871165256,31.954951288347445,,plate,4,1.0,30.0
2122,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.416666666666667,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,95.1611652351695,32.838834764830494,,plate,4,1.0,30.0
2123,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.4583333333333337,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,94.27728175868646,33.722718241313544,,plate,4,1.0,30.0
2124,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.5000000000000004,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,93.3933982822034,34.60660171779659,,plate,4,1.0,30.0
2125,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.5416666666666672,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,92.50951480572036,35.49048519427964,,plate,4,1.0,30.0
2126,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.583333333333334,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,91.62563132923731,36.37436867076269,,plate,4,1.0,30.0
2127,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.6250000000000007,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,90.74174785275426,37.25825214724574,,plate,4,1.0,30.0
2128,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.6666666666666674,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,89.85786437627121,38.14213562372879,,plate,4,1.0,30.0
2129,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.7083333333333341,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,88.97398089978816,39.02601910021184,,plate,4,1.0,30.0
2130,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.7500000000000009,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,88.04617444130974,39.80565318468376,,plate,4,1.0,30.0
2131,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.7916666666666676,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,86.79626611486532,39.820791727740755,,plate,4,1.0,30.0
2132,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.8333333333333344,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,85.54635778842089,39.835930270797746,,plate,4,1.0,30.0
2133,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.875000000000001,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,84.29644946197647,39.85106881385474,,plate,4,1.0,30.0
2134,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.9166666666666679,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,83.04654113553204,39.86620735691173,,plate,4,1.0,30.0
2135,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,1.9583333333333346,1,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,81.79663280908761,39.88134589996872,,plate,4,1.0,30.0
2136,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.0000000000000013,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,80.54672448264319,39.89648444302571,,plate,4,1.0,30.0
2137,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.041666666666668,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,79.29681615619876,39.911622986082705,,plate,4,1.0,30.0
2138,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.0833333333333344,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,78.04690782975433,39.9267615291397,,plate,4,1.0,30.0
2139,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.125000000000001,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,76.7969995033099,39.94190007219687,,plate,4,1.0,30.0
2140,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.1666666666666674,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,75.54709117686548,39.95703861525422,,plate,4,1.0,30.0
2141,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.208333333333334,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,74.29718285042105,39.972177158311574,,plate,4,1.0,30.0
2142,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.2500000000000004,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,73.04727452397663,39.98731570136893,,plate,4,1.0,30.0
2143,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.291666666666667,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,71.91278695016098,40.27873505658064,,plate,4,1.0,30.0
2144,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.3333333333333335,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,71.02356847568149,41.15725113762039,,plate,4,1.0,30.0
2145,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.375,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,70.134350001202,42.03576721866014,,plate,4,1.0,30.0
2146,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.4166666666666665,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,69.2451315267225,42.91428329969989,,plate,4,1.0,30.0
2147,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.458333333333333,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,68.35591305224301,43.79279938073964,,plate,4,1.0,30.0
2148,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.4999999999999996,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,67.46669457776352,44.671315461779386,,plate,4,1.0,30.0
2149,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.541666666666666,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,66.57747610328403,45.549831542819135,,plate,4,1.0,30.0
2150,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.5833333333333326,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,65.68825762880454,46.42834762385888,,plate,4,1.0,30.0
2151,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.624999999999999,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,64.79903915432504,47.30686370489863,,plate,4,1.0,30.0
2152,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.6666666666666656,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,63.90982067984555,48.18537978593838,,plate,4,1.0,30.0
2153,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.708333333333332,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,63.02060220536606,49.06389586697813,,plate,4,1.0,30.0
2154,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.7499999999999987,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,62.13138373088657,49.94241194801788,,plate,4,1.0,30.0
2155,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.791666666666665,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,61.24216525640708,50.82092802905757,,plate,4,1.0,30.0
2156,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.8333333333333317,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,60.352946781927585,51.69944411009722,,plate,4,1.0,30.0
2157,0,1,,0,2,None_cut,3.666666666666662,3,0,3,tomato,2.8749999999999982,2,2,2,tomato_cut,2,3,,2,4,,2,5,,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,4,24.0,56.0,,,0,1.0,30.0,59.46372830744809,52.57796019113686,,plate,4,1.0,30.0
