tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,635d5db9c74d4a12_score,player_00019c5a_x,player_00019c5a_y,player_00019c5a_move_target,player_00019c5a_item,player_00019c5a_score,player_00019c5a_cut_speed,player_00019c5a_speed,player_37af36eb_x,player_37af36eb_y,player_37af36eb_move_target,player_37af36eb_item,player_37af36eb_score,player_37af36eb_cut_speed,player_37af36eb_speed,c4b7d3d7b9cb11ef_score,1dfd5700d589033a_message,40051cfb14e09f95_score
3955,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3956,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3957,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3958,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3959,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3960,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3961,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3962,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3963,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3964,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3965,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3966,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3967,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3968,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3969,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3970,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3971,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3972,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3973,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3974,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3975,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3976,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3977,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3978,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3979,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3980,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3981,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3982,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3983,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3984,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,136.0,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3985,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,134.75000000000114,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3986,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,133.50000000000227,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3987,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,132.2500000000034,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3988,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,131.00000000000455,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3989,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,129.75000000000568,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3990,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,128.50000000000682,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3991,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,127.2500000000071,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3992,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,126.00000000000682,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3993,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.75000000000654,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3994,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.50000000000625,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3995,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.25000000000597,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3996,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.00000000000568,24.0,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3997,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.8763439699661,24.30755190613945,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3998,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.9873267412821,25.186271637966456,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
3999,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.0983095125981,26.06499136979346,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4000,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,117.20929228391411,26.943711101620465,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4001,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.32027505523011,27.82243083344747,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4002,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.43125782654612,28.70115056527412,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4003,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.54224059786175,29.57987029710077,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4004,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.6532233691772,30.458590028927418,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4005,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,112.76420614049265,31.337309760754067,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4006,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.87518891180801,32.2160294925808,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4007,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.98617168312309,33.094749224407806,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4008,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.09715445443817,33.97346895623481,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4009,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.20813722575326,34.852188688061815,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4010,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.31911999706834,35.73090841988882,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4011,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,107.43010276838343,36.609628151715825,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4012,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.54108553969851,37.48834788354283,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4013,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.6520683110136,38.367067615369834,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4014,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.76305108232869,39.24578734719684,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4015,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.74411162538074,39.81349821690576,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4016,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,102.49419931818743,39.82830444284919,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4017,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.24428701099411,39.84311066879262,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4018,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.9943747038008,39.85791689473605,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4019,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.74446239660749,39.87272312067948,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
4020,test,False,0,1,None_cut,3.833333333333328,3,0,2,,0,0,1,0,None_cut,3.666666666666662,3,2,2,,2,3,tomato_cut,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,97.49455008941418,39.88752934662291,,plate,1,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,1.0
