tick,Counter_01_slot_x,Counter_01_slot_y,Counter_01_item,Counter_02_slot_x,Counter_02_slot_y,Counter_02_item,Counter_03_slot_x,Counter_03_slot_y,Counter_03_item,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,CuttingBoard_20_slot_x,CuttingBoard_20_slot_y,CuttingBoard_20_item,CuttingBoard_20_cut_time_accumulated,CuttingBoard_20_cut_stage,Counter_32_slot_x,Counter_32_slot_y,Counter_32_item,Counter_33_slot_x,Counter_33_slot_y,Counter_33_item,Counter_34_slot_x,Counter_34_slot_y,Counter_34_item,Counter_35_slot_x,Counter_35_slot_y,Counter_35_item,Dispenser_40_slot_x,Dispenser_40_slot_y,Dispenser_40_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_64_slot_x,Delivery_64_slot_y,Delivery_64_item,Dispenser_71_slot_x,Dispenser_71_slot_y,Dispenser_71_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Delivery_74_slot_x,Delivery_74_slot_y,Delivery_74_item,06d20821cd4a44b7_score,player_24a458af_x,player_24a458af_y,player_24a458af_move_target,player_24a458af_item,player_24a458af_score,player_24a458af_cut_speed,player_24a458af_speed,player_bda21d11_x,player_bda21d11_y,player_bda21d11_move_target,player_bda21d11_item,player_bda21d11_score,player_bda21d11_cut_speed,player_bda21d11_speed
1879,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.4583333333333295,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,71.99999977768334,34.1461488325807,,,0,1.0,30.0
1880,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.499999999999996,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,71.99999980507263,32.896148832580415,,,0,1.0,30.0
1881,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.5416666666666625,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,71.99999983246192,31.646148832580234,,,0,1.0,30.0
1882,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.583333333333329,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,71.99999985985121,30.396148832580305,,,0,1.0,30.0
1883,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.6249999999999956,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,71.9999998872405,29.146148832580376,,,0,1.0,30.0
1884,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.666666666666662,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,71.9999999146298,27.896148832580447,,,0,1.0,30.0
1885,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.7083333333333286,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,71.99999994201909,26.64614883258052,,,0,1.0,30.0
1886,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.749999999999995,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,71.99999996940838,25.39614883258059,,,0,1.0,30.0
1887,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.7916666666666616,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,72.0,24.0,,,0,1.0,30.0
1888,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.833333333333328,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1889,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1890,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1891,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,24.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1892,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,25.24999999999993,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1893,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,26.499999999999858,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1894,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,27.749999999999787,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1895,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,28.999999999999716,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1896,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,30.249999999999645,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1897,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,31.499999999999574,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1898,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,32.749999999999716,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1899,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,34.0,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1900,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,35.250000000000284,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1901,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,36.50000000000057,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1902,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,37.75000000000085,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1903,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,39.00000000000114,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1904,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,40.25000000000142,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1905,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,41.500000000001705,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1906,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,42.75000000000199,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1907,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,44.000000000002274,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1908,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,45.25000000000256,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1909,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,46.50000000000284,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1910,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,47.750000000003126,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1911,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,49.00000000000341,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1912,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,50.250000000003695,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1913,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,51.50000000000398,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1914,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,52.75000000000426,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1915,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,54.00000000000455,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1916,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,55.25000000000483,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1917,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,56.500000000005116,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1918,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,57.7500000000054,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1919,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,59.000000000005684,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1920,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,60.25000000000597,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1921,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,61.50000000000625,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1922,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,62.75000000000654,,,0,1.0,30.0,72.0,24.0,,tomato,0,1.0,30.0
1923,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,64.00000000000682,,,0,1.0,30.0,72.0,25.24999999999993,,tomato,0,1.0,30.0
1924,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,65.2500000000071,,,0,1.0,30.0,72.0,26.499999999999858,,tomato,0,1.0,30.0
1925,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,66.50000000000739,,,0,1.0,30.0,72.0,27.749999999999787,,tomato,0,1.0,30.0
1926,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,67.75000000000767,,,0,1.0,30.0,72.0,28.999999999999716,,tomato,0,1.0,30.0
1927,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,69.00000000000796,,,0,1.0,30.0,72.0,30.249999999999645,,tomato,0,1.0,30.0
1928,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,70.25000000000824,,,0,1.0,30.0,72.0,31.499999999999574,,tomato,0,1.0,30.0
1929,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,71.50000000000853,,,0,1.0,30.0,72.0,32.749999999999716,,tomato,0,1.0,30.0
1930,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,72.75000000000881,,,0,1.0,30.0,72.0,34.0,,tomato,0,1.0,30.0
1931,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,74.0000000000091,,,0,1.0,30.0,72.0,35.250000000000284,,tomato,0,1.0,30.0
1932,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,75.25000000000938,,,0,1.0,30.0,72.0,36.50000000000057,,tomato,0,1.0,30.0
1933,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,76.50000000000966,,,0,1.0,30.0,72.0,37.75000000000085,,tomato,0,1.0,30.0
1934,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,77.75000000000995,,,0,1.0,30.0,72.0,39.00000000000114,,tomato,0,1.0,30.0
1935,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,79.00000000001023,,,0,1.0,30.0,72.0,40.25000000000142,,tomato,0,1.0,30.0
1936,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,80.25000000001052,,,0,1.0,30.0,72.0,41.500000000001705,,tomato,0,1.0,30.0
1937,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,81.5000000000108,,,0,1.0,30.0,72.0,42.75000000000199,,tomato,0,1.0,30.0
1938,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,82.75000000001108,,,0,1.0,30.0,72.0,44.000000000002274,,tomato,0,1.0,30.0
1939,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,84.00000000001137,,,0,1.0,30.0,72.0,45.25000000000256,,tomato,0,1.0,30.0
1940,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,85.25000000001165,,,0,1.0,30.0,72.0,46.50000000000284,,tomato,0,1.0,30.0
1941,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,86.50000000001194,,,0,1.0,30.0,72.0,47.750000000003126,,tomato,0,1.0,30.0
1942,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.0,87.75000000001222,,,0,1.0,30.0,72.0,49.00000000000341,,tomato,0,1.0,30.0
1943,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,40.84324151087344,88.65378202977104,,,0,1.0,30.0,72.0,50.250000000003695,,tomato,0,1.0,30.0
1944,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,41.72161808469994,89.54313831076979,,,0,1.0,30.0,72.0,51.50000000000398,,tomato,0,1.0,30.0
1945,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,42.59999465852644,90.43249459176855,,,0,1.0,30.0,72.0,52.75000000000426,,tomato,0,1.0,30.0
1946,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,43.47837123235294,91.3218508727673,,,0,1.0,30.0,72.0,54.00000000000455,,tomato,0,1.0,30.0
1947,0,1,tomato_salad,0,2,,0,3,,1,0,None_cut,4.0,3,2,0,tomato_cut,3.8749999999999947,3,3,2,tomato,3,3,,3,4,,3,5,tomato_salad,4,0,tomato,5,0,tomato,6,0,plate,6,3,,6,4,,7,1,plate,7,3,,7,4,,0,44.35674780617944,92.21120715376605,,,0,1.0,30.0,72.0,55.25000000000483,,tomato,0,1.0,30.0
