tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,697d9c3898e3f54b_score,player_0f472214_x,player_0f472214_y,player_0f472214_move_target,player_0f472214_item,player_0f472214_score,player_0f472214_cut_speed,player_0f472214_speed,player_2f0ced5c_x,player_2f0ced5c_y,player_2f0ced5c_move_target,player_2f0ced5c_item,player_2f0ced5c_score,player_2f0ced5c_cut_speed,player_2f0ced5c_speed,28eed8d83d61c70b_score,e200bee45eab9044_message,dd67b36211c8c9b2_score
6370,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.99999991779371,59.84496734490203,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6371,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999944519,58.59496734490175,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6372,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,55.999999971244286,57.34496734490146,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6373,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.07028117320021,56.1238297591418,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6374,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.94879589030841,55.23460993714927,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6375,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.827310607416614,54.345390115156746,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6376,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.70582532452482,53.45617029316422,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6377,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.58434004163302,52.566950471171694,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6378,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.46285475874122,51.67773064917917,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6379,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.341369475849426,50.78851082718664,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6380,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.21988419295763,49.899291005194115,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6381,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.09839891006583,49.01007118320159,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6382,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.976913627174035,48.12085136120906,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6383,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.85542834428225,47.23163153921654,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6384,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.73394306139045,46.34241171722465,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6385,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.61245777849865,45.45319189523277,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6386,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.49097249560685,44.56397207324089,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6387,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.36948721271506,43.67475225124901,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6388,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.24800192982326,42.78553242925713,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6389,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.12651664693146,41.89631260726525,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6390,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.00503136403967,41.00709278527337,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6391,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.91697135837872,40.1965281451054,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6392,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.16687804471856,40.181254787823555,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6393,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.4167847310584,40.16598143054171,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6394,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,75.66669141739824,40.15070807325987,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6395,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.91659810373808,40.13543471597803,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6396,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.16650479007792,40.12016135869607,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6397,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.41641147641776,40.104888001413876,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6398,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,80.6663181627576,40.08961464413168,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6399,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.91622484909745,40.07434128684949,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6400,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.16613153543729,40.05906792956729,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6401,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.41603822177713,40.043794572285094,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6402,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,85.66594490811697,40.0285212150029,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6403,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.91585159445681,40.0132478577207,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6404,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.16578533776602,40.002349974986664,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6405,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,89.41578532400025,40.00216446097398,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6406,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,90.66578531023448,40.001978946961295,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6407,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,91.91578529646871,40.00179343294861,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6408,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,93.16578528270294,40.001607918935925,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6409,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,94.41578526893717,40.00142240492324,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6410,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,95.6657852551714,40.001236890910555,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6411,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,96.91578524140563,40.00105137689787,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6412,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,98.16578522763986,40.000865862885185,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6413,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,99.41578521387409,40.0006803488725,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6414,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,100.66578520010832,40.000494834859744,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6415,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,101.91578518634255,40.0003093208467,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6416,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,103.16578517257678,40.00012380683366,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6417,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,104.41578516555498,40.00002809065177,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6418,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,105.66578516555242,40.00002583751862,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6419,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,106.91578516554986,40.000023584385474,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6420,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,108.1657851655473,40.00002133125233,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6421,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,109.41578516554475,40.00001907811918,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6422,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,110.66578516554219,40.00001682498573,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6423,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,111.91578516553963,40.000014571852226,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6424,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,113.16578516553707,40.000012318718724,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6425,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,114.41578516553452,40.00001006558522,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6426,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,115.66578516553196,40.00000781245172,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6427,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,116.9157851655294,40.00000555931822,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6428,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,118.16578516552684,40.000003306184716,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6429,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,119.41578516552428,40.000001053051214,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6430,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,120.41687953511799,39.39385829235195,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6431,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,121.30614673742885,38.51539153549996,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6432,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,122.19541393973971,37.636924778647966,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6433,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.08468114205057,36.758458021795974,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6434,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,123.97394834436143,35.87999126494398,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
6435,test,False,0,1,,0,0,0,2,None_cut,3.7083333333333286,3,1,0,,0,0,2,2,tomato_salad,2,3,,2,4,tomato_cut,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,124.8632155466723,35.001524508092345,,,0,1.0,30.0,56.0,40.0,,,4,1.0,30.0,,,4.0
