tick,phase,collision,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,03777429c0e43c71_score,player_97ca58e6_x,player_97ca58e6_y,player_97ca58e6_move_target,player_97ca58e6_item,player_97ca58e6_score,player_97ca58e6_cut_speed,player_97ca58e6_speed,player_d7ebe5a4_x,player_d7ebe5a4_y,player_d7ebe5a4_move_target,player_d7ebe5a4_item,player_d7ebe5a4_score,player_d7ebe5a4_cut_speed,player_d7ebe5a4_speed,636d5505769ae6a2_score,a268e301d7e5ebd6_message,8070462c9f45f0c6_score
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2966,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2967,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2968,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2969,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2970,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2971,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2972,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2973,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2974,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2975,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 1 seconds...
",
2976,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2977,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2978,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2979,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2980,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2981,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2982,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2983,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2984,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2985,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2986,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2987,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2988,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2989,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2990,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2991,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2992,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2993,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2994,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2995,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2996,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2997,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2998,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
2999,ready,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,0.0,"This was the practice round.
The real game begins now.
From now on, your score will be recorded.
Starting in 0 seconds...
",
3000,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3001,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3002,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3003,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3004,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3005,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3006,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3007,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3008,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3009,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3010,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3011,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3012,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3013,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3014,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3015,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3016,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3017,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3018,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3019,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3020,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3021,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3022,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,40.0,,,0,1.0,30.0,,,0.0
3023,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,38.749999999999716,,,0,1.0,30.0,,,0.0
3024,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,37.49999999999943,,,0,1.0,30.0,,,0.0
3025,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,36.24999999999915,,,0,1.0,30.0,,,0.0
3026,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,34.99999999999886,,,0,1.0,30.0,,,0.0
3027,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,33.74999999999858,,,0,1.0,30.0,,,0.0
3028,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,32.499999999998295,,,0,1.0,30.0,,,0.0
3029,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,31.249999999998227,,,0,1.0,30.0,,,0.0
3030,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,29.9999999999983,,,0,1.0,30.0,,,0.0
3031,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,28.74999999999837,,,0,1.0,30.0,,,0.0
3032,test,True,0,1,,0.0,0,0,2,,0,0,1,0,,0.0,0,2,2,,2,3,,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,24.0,40.0,,,0,1.0,30.0,88.0,27.49999999999844,,,0,1.0,30.0,,,0.0
