tick,phase,CuttingBoard_01_slot_x,CuttingBoard_01_slot_y,CuttingBoard_01_item,CuttingBoard_01_cut_time_accumulated,CuttingBoard_01_cut_stage,CuttingBoard_02_slot_x,CuttingBoard_02_slot_y,CuttingBoard_02_item,CuttingBoard_02_cut_time_accumulated,CuttingBoard_02_cut_stage,CuttingBoard_10_slot_x,CuttingBoard_10_slot_y,CuttingBoard_10_item,CuttingBoard_10_cut_time_accumulated,CuttingBoard_10_cut_stage,Counter_22_slot_x,Counter_22_slot_y,Counter_22_item,Counter_23_slot_x,Counter_23_slot_y,Counter_23_item,Counter_24_slot_x,Counter_24_slot_y,Counter_24_item,Counter_25_slot_x,Counter_25_slot_y,Counter_25_item,Counter_26_slot_x,Counter_26_slot_y,Counter_26_item,Counter_27_slot_x,Counter_27_slot_y,Counter_27_item,Dispenser_50_slot_x,Dispenser_50_slot_y,Dispenser_50_item,Delivery_53_slot_x,Delivery_53_slot_y,Delivery_53_item,Dispenser_60_slot_x,Dispenser_60_slot_y,Dispenser_60_item,Delivery_63_slot_x,Delivery_63_slot_y,Delivery_63_item,Delivery_73_slot_x,Delivery_73_slot_y,Delivery_73_item,Dispenser_80_slot_x,Dispenser_80_slot_y,Dispenser_80_item,Delivery_83_slot_x,Delivery_83_slot_y,Delivery_83_item,Dispenser_91_slot_x,Dispenser_91_slot_y,Dispenser_91_item,Delivery_93_slot_x,Delivery_93_slot_y,Delivery_93_item,2c412805ea4772d0_score,player_4e6a465c_x,player_4e6a465c_y,player_4e6a465c_move_target,player_4e6a465c_item,player_4e6a465c_score,player_4e6a465c_cut_speed,player_4e6a465c_speed,player_16ee464c_x,player_16ee464c_y,player_16ee464c_move_target,player_16ee464c_item,player_16ee464c_score,player_16ee464c_cut_speed,player_16ee464c_speed,5acc9c1eec33d189_score,195204d0d3405aa4_message,0fdcc0a4829ef8cb_score
4345,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,61.999999999997726,,tomato_cut,0,1.0,30.0,55.87630831051489,114.09422399515302,,,0,1.0,30.0,,,0.0
4346,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,60.74999999999744,,tomato_cut,0,1.0,30.0,55.89162429768568,112.84431783045954,,,0,1.0,30.0,,,0.0
4347,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,59.49999999999716,,tomato_cut,0,1.0,30.0,55.906940284856475,111.59441166576607,,,0,1.0,30.0,,,0.0
4348,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,58.249999999996874,,tomato_cut,0,1.0,30.0,55.92225627202727,110.3445055010726,,,0,1.0,30.0,,,0.0
4349,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.0,56.99999999999659,,tomato_cut,0,1.0,30.0,55.93757225919806,109.09459933637913,,,0,1.0,30.0,,,0.0
4350,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,56.31621556657754,55.8798317388366,,tomato_cut,0,1.0,30.0,55.95288824636886,107.84469317168566,,,0,1.0,30.0,,,0.0
4351,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,57.19459214040404,54.990475457837135,,tomato_cut,0,1.0,30.0,55.96820423353965,106.59478700699219,,,0,1.0,30.0,,,0.0
4352,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.07296871423054,54.10111917683767,,tomato_cut,0,1.0,30.0,55.983520220710446,105.34488084229872,,,0,1.0,30.0,,,0.0
4353,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,58.95134528805704,53.211762895838206,,tomato_cut,0,1.0,30.0,55.99762568084278,104.0949671718688,,,0,1.0,30.0,,,0.0
4354,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,59.82972186188354,52.32240661483874,,tomato_cut,0,1.0,30.0,55.9978100800331,102.84496718546973,,,0,1.0,30.0,,,0.0
4355,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,60.70809843571004,51.433050333839276,,tomato_cut,0,1.0,30.0,55.997994479223415,101.59496719907065,,,0,1.0,30.0,,,0.0
4356,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,61.58647500953654,50.543694052839896,,tomato_cut,0,1.0,30.0,55.99817887841373,100.34496721267158,,,0,1.0,30.0,,,0.0
4357,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,62.46485158336304,49.654337771840936,,tomato_cut,0,1.0,30.0,55.99836327760405,99.0949672262725,,,0,1.0,30.0,,,0.0
4358,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,63.34322815718954,48.76498149084197,,tomato_cut,0,1.0,30.0,55.99854767679437,97.84496723987343,,,0,1.0,30.0,,,0.0
4359,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,64.22160473101623,47.87562520984288,,tomato_cut,0,1.0,30.0,55.998732075984684,96.59496725347435,,,0,1.0,30.0,,,0.0
4360,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.09998130484344,46.986268928843415,,tomato_cut,0,1.0,30.0,55.998916475175,95.34496726707528,,,0,1.0,30.0,,,0.0
4361,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,65.97835787867065,46.09691264784395,,tomato_cut,0,1.0,30.0,55.99910087436532,94.0949672806762,,,0,1.0,30.0,,,0.0
4362,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,66.85673445249786,45.207556366844486,,tomato_cut,0,1.0,30.0,55.999285273555635,92.84496729427713,,,0,1.0,30.0,,,0.0
4363,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,67.73511102632507,44.31820008584502,,tomato_cut,0,1.0,30.0,55.99946967274595,91.59496730787805,,,0,1.0,30.0,,,0.0
4364,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,68.61348760015223,43.428843804845556,,tomato_cut,0,1.0,30.0,55.99965407193627,90.34496732147898,,,0,1.0,30.0,,,0.0
4365,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,69.49186417397894,42.53948752384609,,tomato_cut,0,1.0,30.0,55.999838471126544,89.0949673350799,,,0,1.0,30.0,,,0.0
4366,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,70.37024074780565,41.650131242846626,,tomato_cut,0,1.0,30.0,55.99997186012596,87.84496734487328,,,0,1.0,30.0,,,0.0
4367,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,71.24861732163237,40.76077496184716,,tomato_cut,0,1.0,30.0,55.99997408006397,86.59496734487584,,,0,1.0,30.0,,,0.0
4368,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,72.26074682117606,40.18626191223204,,tomato_cut,0,1.0,30.0,55.99997630000198,85.3449673448784,,,0,1.0,30.0,,,0.0
4369,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,73.51065929977217,40.171470162855755,,tomato_cut,0,1.0,30.0,55.999978519939994,84.09496734488096,,,0,1.0,30.0,,,0.0
4370,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,74.76057177836829,40.15667841347976,,tomato_cut,0,1.0,30.0,55.999980739878005,82.84496734488351,,,0,1.0,30.0,,,0.0
4371,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,76.0104842569644,40.14188666410383,,tomato_cut,0,1.0,30.0,55.999982959816016,81.59496734488607,,,0,1.0,30.0,,,0.0
4372,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,77.26039673556052,40.1270949147279,,tomato_cut,0,1.0,30.0,55.99998517975403,80.34496734488863,,,0,1.0,30.0,,,0.0
4373,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,78.51030921415663,40.11230316535197,,tomato_cut,0,1.0,30.0,55.99998739969186,79.09496734489119,,,0,1.0,30.0,,,0.0
4374,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,79.76022169275275,40.09751141597604,,tomato_cut,0,1.0,30.0,55.99998961962952,77.84496734489375,,,0,1.0,30.0,,,0.0
4375,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,81.01013417134887,40.08271966660011,,tomato_cut,0,1.0,30.0,55.99999183956717,76.5949673448963,,,0,1.0,30.0,,,0.0
4376,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,82.26004664994498,40.06792791722418,,tomato_cut,0,1.0,30.0,55.99999405950483,75.34496734489886,,,0,1.0,30.0,,,0.0
4377,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,83.5099591285411,40.05313616784825,,tomato_cut,0,1.0,30.0,55.999996279442485,74.09496734490142,,,0,1.0,30.0,,,0.0
4378,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,84.75987160713721,40.03834441847232,,tomato_cut,0,1.0,30.0,55.99999849938014,72.84496734490398,,,0,1.0,30.0,,,0.0
4379,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.00978408573333,40.02355266909639,,tomato_cut,0,1.0,30.0,55.999999666575995,71.59496734490517,,,0,1.0,30.0,,,0.0
4380,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,87.25969656432945,40.00876091972046,,tomato_cut,0,1.0,30.0,55.999999693301284,70.34496734490489,,,0,1.0,30.0,,,0.0
4381,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.99999972002657,69.0949673449046,,,0,1.0,30.0,,,0.0
4382,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.99999974675186,67.84496734490432,,,0,1.0,30.0,,,0.0
4383,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.99999977347715,66.59496734490403,,,0,1.0,30.0,,,0.0
4384,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.99999980020244,65.34496734490375,,,0,1.0,30.0,,,0.0
4385,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.99999982692773,64.09496734490347,,,0,1.0,30.0,,,0.0
4386,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.999999853653016,62.84496734490318,,,0,1.0,30.0,,,0.0
4387,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.999999880378304,61.5949673449029,,,0,1.0,30.0,,,0.0
4388,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.99999990710359,60.344967344902614,,,0,1.0,30.0,,,0.0
4389,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.99999993382888,59.09496734490233,,,0,1.0,30.0,,,0.0
4390,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.99999996055417,57.844967344902045,,,0,1.0,30.0,,,0.0
4391,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,55.99999998727946,56.59496734490176,,,0,1.0,30.0,,,0.0
4392,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,56.59739000346513,55.59029786594675,,,0,1.0,30.0,,,0.0
4393,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,57.47590472057333,54.701078043954226,,,0,1.0,30.0,,,0.0
4394,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,58.354419437681535,53.8118582219617,,,0,1.0,30.0,,,0.0
4395,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,59.23293415478974,52.92263839996917,,,0,1.0,30.0,,,0.0
4396,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,60.11144887189794,52.03341857797665,,,0,1.0,30.0,,,0.0
4397,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,60.989963589006145,51.14419875598412,,,0,1.0,30.0,,,0.0
4398,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,61.86847830611435,50.254978933991595,,,0,1.0,30.0,,,0.0
4399,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,62.74699302322255,49.36575911199907,,,0,1.0,30.0,,,0.0
4400,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,63.625507740330754,48.47653929000654,,,0,1.0,30.0,,,0.0
4401,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,64.50402245743896,47.587319468014016,,,0,1.0,30.0,,,0.0
4402,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,65.38253717454717,46.69809964602149,,,0,1.0,30.0,,,0.0
4403,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,66.26105189165537,45.80887982402952,,,0,1.0,30.0,,,0.0
4404,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,67.13956660876357,44.91966000203764,,,0,1.0,30.0,,,0.0
4405,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,68.01808132587178,44.030440180045765,,,0,1.0,30.0,,,0.0
4406,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,68.89659604297998,43.141220358053886,,,0,1.0,30.0,,,0.0
4407,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,69.77511076008818,42.252000536062006,,,0,1.0,30.0,,,0.0
4408,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,70.65362547719639,41.36278071407013,,,0,1.0,30.0,,,0.0
4409,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,88.0,40.0,,tomato_cut,0,1.0,30.0,71.53214019430459,40.47356089207825,,,0,1.0,30.0,,,0.0
4410,test,0,1,None_cut,4.0,3,0,2,,0.0,0,1,0,,0.0,0,2,2,plate,2,3,tomato,2,4,,2,5,,2,6,,2,7,,5,0,tomato,5,3,,6,0,tomato,6,3,,7,3,,8,0,plate,8,3,,9,1,plate,9,3,,,86.74999999999972,40.0,,tomato_cut,0,1.0,30.0,72.41431449769757,39.58797829410227,,,0,1.0,30.0,,,0.0
